po_id,po_line_id,supplier_id,product_id,warehouse_id,order_date,promised_delivery_date,actual_delivery_date,qty_ordered,qty_received,qty_rejected,unit_cost,total_cost,status
PO-2685,1,SUP-1016,IF-8650,WH-WEST,2025-12-18,2026-01-01,2026-01-01,50,49,1,7.9,395.0,received
PO-2686,1,SUP-1016,IF-8760,WH-WEST,2025-12-30,2026-01-13,2026-01-13,100,98,2,10.4,1040.0,received
PO-2687,1,SUP-1016,IF-8980,WH-EAST,2025-12-29,2026-01-12,2026-01-12,100,98,2,5.6,560.0,received
PO-2688,1,SUP-1016,IF-8760,WH-SOUTH,2025-12-26,2026-01-09,2026-01-12,25,24,1,10.4,260.0,received
PO-2689,1,SUP-1016,IF-8760,WH-WEST,2026-01-01,2026-01-15,2026-01-15,250,245,5,10.4,2600.0,received
PO-2690,1,SUP-1017,HF-3460,WH-CENTRAL,2025-12-30,2026-01-06,2026-01-07,250,246,4,52.0,13000.0,received
PO-2691,1,SUP-1017,HF-3090,WH-SOUTH,2026-01-07,2026-01-14,2026-01-14,50,49,1,7.5,375.0,received
PO-2692,1,SUP-1017,HF-3280,WH-EAST,2025-12-31,2026-01-07,2026-01-06,50,50,0,4.6,230.0,received
PO-2693,1,SUP-1017,HF-2980,WH-SOUTH,2025-12-22,2025-12-29,2025-12-28,250,243,7,2.8,700.0,received
PO-2694,1,SUP-1017,HF-3195,WH-WEST,2026-01-08,2026-01-15,2026-01-15,500,497,3,31.2,15600.0,received
PO-2695,1,SUP-1017,HF-3280,WH-WEST,2025-12-24,2025-12-31,2026-01-02,25,25,0,4.6,115.0,received
PO-2696,1,SUP-1017,HF-3370,WH-CENTRAL,2025-12-30,2026-01-06,2026-01-08,500,496,4,26.4,13200.0,received
PO-2697,1,SUP-1017,HF-3195,WH-CENTRAL,2025-12-29,2026-01-05,2026-01-06,100,97,3,31.2,3120.0,received
PO-2698,1,SUP-1017,HF-3090,WH-CENTRAL,2026-01-05,2026-01-12,2026-01-12,150,146,4,7.5,1125.0,received
PO-2699,1,SUP-1017,HF-3460,WH-SOUTH,2025-12-30,2026-01-06,2026-01-06,50,49,1,52.0,2600.0,received
PO-2700,1,SUP-1017,HF-3460,WH-WEST,2026-01-02,2026-01-09,2026-01-08,50,49,1,52.0,2600.0,received
PO-2701,1,SUP-1018,SE-2320,WH-CENTRAL,2026-01-05,2026-01-20,2026-01-21,50,49,1,85.0,4250.0,received
PO-2702,1,SUP-1018,SE-3090,WH-WEST,2025-12-26,2026-01-10,2026-01-12,100,98,2,15.6,1560.0,received
PO-2703,1,SUP-1018,SE-2760,WH-SOUTH,2026-01-09,2026-01-24,2026-01-24,500,490,10,68.5,34250.0,received
PO-2704,1,SUP-1018,SE-2430,WH-CENTRAL,2025-12-25,2026-01-09,2026-01-09,500,496,4,72.3,36150.0,received
PO-2705,1,SUP-1018,SE-2430,WH-EAST,2025-12-19,2026-01-03,2026-01-03,25,25,0,72.3,1807.5,received
PO-2706,1,SUP-1018,SE-3460,WH-CENTRAL,2025-12-29,2026-01-13,2026-01-15,150,149,1,28.9,4335.0,received
PO-2707,1,SUP-1018,SE-2980,WH-WEST,2026-01-02,2026-01-17,2026-01-19,250,244,6,24.3,6075.0,received
PO-2708,1,SUP-1018,SE-2980,WH-EAST,2025-12-31,2026-01-15,2026-01-18,50,49,1,24.3,1215.0,received
PO-2709,1,SUP-1018,SE-3460,WH-SOUTH,2025-12-29,2026-01-13,2026-01-13,250,243,7,28.9,7225.0,received
PO-2710,1,SUP-1018,SE-3370,WH-EAST,2025-12-31,2026-01-15,2026-01-18,150,147,3,10.8,1620.0,received
PO-2711,1,SUP-1018,SE-3195,WH-WEST,2025-12-17,2026-01-01,2026-01-01,25,25,0,7.2,180.0,received
PO-2712,1,SUP-1018,SE-2870,WH-EAST,2025-12-25,2026-01-09,2026-01-09,150,148,2,42.1,6315.0,received
PO-2713,1,SUP-1001,EC-3004,WH-WEST,2026-02-06,2026-02-20,2026-02-20,200,192,8,125.0,25000.0,received
PO-2714,1,SUP-1001,EC-3004,WH-CENTRAL,2026-01-26,2026-02-09,2026-02-11,100,96,4,125.0,12500.0,received
PO-2715,1,SUP-1001,EC-2291,WH-EAST,2026-02-03,2026-02-17,2026-02-21,250,240,10,67.2,16800.0,received
PO-2716,1,SUP-1001,EC-3517,WH-WEST,2026-02-09,2026-02-23,2026-02-28,100,96,4,43.8,4380.0,received
PO-2717,1,SUP-1001,PB-4010,WH-EAST,2026-02-09,2026-02-23,2026-02-27,150,144,6,18.5,2775.0,received
PO-2718,1,SUP-1001,PB-4230,WH-SOUTH,2026-01-12,2026-01-26,2026-01-26,100,96,4,72.6,7260.0,received
PO-2719,1,SUP-1001,PB-4010,WH-SOUTH,2026-01-21,2026-02-04,2026-02-06,100,96,4,18.5,1850.0,received
PO-2720,1,SUP-1001,EC-1847,WH-EAST,2026-01-22,2026-02-05,2026-02-06,250,240,10,84.5,21125.0,received
PO-2721,1,SUP-1001,EC-3517,WH-CENTRAL,2026-01-14,2026-01-28,2026-01-31,150,144,6,43.8,6570.0,received
PO-2722,1,SUP-1001,EC-2291,WH-EAST,2026-01-27,2026-02-10,2026-02-11,200,192,8,67.2,13440.0,received
PO-2723,1,SUP-1001,EC-3517,WH-EAST,2026-02-09,2026-02-23,2026-02-23,150,144,6,43.8,6570.0,received
PO-2724,1,SUP-1001,EC-2291,WH-CENTRAL,2026-01-26,2026-02-09,2026-02-11,150,144,6,67.2,10080.0,received
PO-2725,1,SUP-1001,EC-3004,WH-CENTRAL,2026-01-16,2026-01-30,2026-02-01,200,192,8,125.0,25000.0,received
PO-2726,1,SUP-1001,EC-1847,WH-SOUTH,2026-02-06,2026-02-20,2026-02-21,150,144,6,84.5,12675.0,received
PO-2727,1,SUP-1001,EC-2291,WH-CENTRAL,2026-02-03,2026-02-17,2026-02-17,150,144,6,67.2,10080.0,received
PO-2728,1,SUP-1001,EC-3004,WH-WEST,2026-01-14,2026-01-28,2026-01-30,50,48,2,125.0,6250.0,received
PO-2729,1,SUP-1001,EC-1847,WH-WEST,2026-01-23,2026-02-06,2026-02-11,150,144,6,84.5,12675.0,received
PO-2730,1,SUP-1001,EC-3004,WH-EAST,2026-01-16,2026-01-30,2026-01-31,250,240,10,125.0,31250.0,received
PO-2731,1,SUP-1001,EC-3517,WH-CENTRAL,2026-01-14,2026-01-28,2026-01-31,150,144,6,43.8,6570.0,received
PO-2732,1,SUP-1001,PB-4010,WH-SOUTH,2026-02-05,2026-02-19,2026-02-24,250,240,10,18.5,4625.0,received
PO-2733,1,SUP-1001,EC-2291,WH-CENTRAL,2026-02-04,2026-02-18,2026-02-21,500,480,20,67.2,33600.0,received
PO-2734,1,SUP-1001,PB-4010,WH-SOUTH,2026-01-15,2026-01-29,2026-01-29,25,24,1,18.5,462.5,received
PO-2735,1,SUP-1001,PB-4230,WH-EAST,2026-01-15,2026-01-29,2026-01-31,50,48,2,72.6,3630.0,received
PO-2736,1,SUP-1001,PB-4010,WH-EAST,2026-02-04,2026-02-18,2026-02-19,250,240,10,18.5,4625.0,received
PO-2737,1,SUP-1001,EC-1847,WH-CENTRAL,2026-01-30,2026-02-13,2026-02-13,250,240,10,84.5,21125.0,received
PO-2738,1,SUP-1001,EC-3517,WH-SOUTH,2026-01-20,2026-02-03,2026-02-06,100,96,4,43.8,4380.0,received
PO-2739,1,SUP-1001,EC-1847,WH-SOUTH,2026-01-30,2026-02-13,2026-02-18,50,48,2,84.5,4225.0,received
PO-2740,1,SUP-1001,PB-4010,WH-WEST,2026-01-19,2026-02-02,2026-02-02,500,480,20,18.5,9250.0,received
PO-2741,1,SUP-1001,PB-4230,WH-CENTRAL,2026-02-02,2026-02-16,2026-02-21,50,48,2,72.6,3630.0,received
PO-2742,1,SUP-1001,PB-4230,WH-SOUTH,2026-01-26,2026-02-09,2026-02-09,250,240,10,72.6,18150.0,received
PO-2743,1,SUP-1001,PB-4125,WH-WEST,2026-01-29,2026-02-12,2026-02-17,250,240,10,34.2,8550.0,received
PO-2744,1,SUP-1001,EC-2291,WH-WEST,2026-01-14,2026-01-28,2026-01-31,50,48,2,67.2,3360.0,received
PO-2745,1,SUP-1001,EC-1847,WH-CENTRAL,2026-02-09,2026-02-23,2026-02-26,50,48,2,84.5,4225.0,received
PO-2746,1,SUP-1001,EC-1847,WH-WEST,2026-01-13,2026-01-27,2026-01-27,500,480,20,84.5,42250.0,received
PO-2747,1,SUP-1001,EC-3517,WH-SOUTH,2026-01-27,2026-02-10,2026-02-15,100,96,4,43.8,4380.0,received
PO-2748,1,SUP-1001,PB-4125,WH-WEST,2026-01-21,2026-02-04,2026-02-07,150,144,6,34.2,5130.0,received
PO-2749,1,SUP-1002,EC-1580,WH-SOUTH,2026-01-12,2026-01-22,2026-01-21,100,99,1,22.3,2230.0,received
PO-2750,1,SUP-1002,EC-1330,WH-CENTRAL,2026-02-02,2026-02-12,2026-02-12,150,149,1,8.9,1335.0,received
PO-2751,1,SUP-1002,EC-1102,WH-WEST,2026-01-12,2026-01-22,2026-01-20,25,25,0,12.4,310.0,received
PO-2752,1,SUP-1002,EC-1330,WH-WEST,2026-01-20,2026-01-30,2026-01-30,150,148,2,8.9,1335.0,received
PO-2753,1,SUP-1002,EC-1102,WH-SOUTH,2026-01-16,2026-01-26,2026-01-27,100,99,1,12.4,1240.0,received
PO-2754,1,SUP-1002,EC-1330,WH-EAST,2026-01-14,2026-01-24,2026-01-22,250,247,3,8.9,2225.0,received
PO-2755,1,SUP-1002,EC-1205,WH-CENTRAL,2026-01-22,2026-02-01,2026-02-01,250,247,3,28.6,7150.0,received
PO-2756,1,SUP-1002,EC-1580,WH-CENTRAL,2026-01-19,2026-01-29,2026-01-29,50,50,0,22.3,1115.0,received
PO-2757,1,SUP-1002,EC-1102,WH-WEST,2026-02-03,2026-02-13,2026-02-12,200,199,1,12.4,2480.0,received
PO-2758,1,SUP-1002,EC-1610,WH-WEST,2026-02-02,2026-02-12,2026-02-11,150,149,1,11.5,1725.0,received
PO-2759,1,SUP-1002,EC-1580,WH-CENTRAL,2026-01-20,2026-01-30,2026-01-31,250,246,4,22.3,5575.0,received
PO-2760,1,SUP-1002,EC-1205,WH-WEST,2026-01-12,2026-01-22,2026-01-22,50,50,0,28.6,1430.0,received
PO-2761,1,SUP-1002,EC-1610,WH-CENTRAL,2026-02-04,2026-02-14,2026-02-14,500,493,7,11.5,5750.0,received
PO-2762,1,SUP-1002,EC-1455,WH-EAST,2026-02-09,2026-02-19,2026-02-18,150,149,1,15.7,2355.0,received
PO-2763,1,SUP-1002,EC-1580,WH-EAST,2026-01-16,2026-01-26,2026-01-26,200,198,2,22.3,4460.0,received
PO-2764,1,SUP-1002,EC-1205,WH-CENTRAL,2026-01-12,2026-01-22,2026-01-20,200,197,3,28.6,5720.0,received
PO-2765,1,SUP-1002,EC-1610,WH-WEST,2026-02-03,2026-02-13,2026-02-13,500,495,5,11.5,5750.0,received
PO-2766,1,SUP-1002,EC-1580,WH-EAST,2026-01-16,2026-01-26,2026-01-26,150,148,2,22.3,3345.0,received
PO-2767,1,SUP-1003,IF-7675,WH-CENTRAL,2026-01-16,2026-01-23,2026-01-23,25,25,0,8.4,210.0,received
PO-2768,1,SUP-1003,IF-8215,WH-EAST,2026-02-09,2026-02-16,2026-02-16,500,491,9,11.2,5600.0,received
PO-2769,1,SUP-1003,IF-8215,WH-CENTRAL,2026-01-20,2026-01-27,2026-01-27,500,489,11,11.2,5600.0,received
PO-2770,1,SUP-1003,IF-7890,WH-EAST,2026-01-16,2026-01-23,2026-01-21,50,49,1,26.8,1340.0,received
PO-2771,1,SUP-1003,IF-7010,WH-WEST,2026-01-19,2026-01-26,2026-01-26,50,49,1,32.5,1625.0,received
PO-2772,1,SUP-1003,IF-8100,WH-WEST,2026-02-06,2026-02-13,2026-02-13,50,50,0,9.8,490.0,received
PO-2773,1,SUP-1003,IF-7560,WH-CENTRAL,2026-01-21,2026-01-28,2026-01-31,25,24,1,21.3,532.5,received
PO-2774,1,SUP-1003,IF-7455,WH-WEST,2026-01-30,2026-02-06,2026-02-06,100,99,1,18.7,1870.0,received
PO-2775,1,SUP-1003,IF-8430,WH-EAST,2026-02-06,2026-02-13,2026-02-13,100,97,3,4.8,480.0,received
PO-2776,1,SUP-1003,IF-7230,WH-CENTRAL,2026-01-28,2026-02-04,2026-02-07,250,244,6,45.6,11400.0,received
PO-2777,1,SUP-1003,IF-8320,WH-EAST,2026-02-03,2026-02-10,2026-02-11,250,243,7,6.4,1600.0,received
PO-2778,1,SUP-1003,IF-7455,WH-WEST,2026-02-06,2026-02-13,2026-02-13,150,148,2,18.7,2805.0,received
PO-2779,1,SUP-1003,IF-7995,WH-SOUTH,2026-01-15,2026-01-22,2026-01-22,150,147,3,14.5,2175.0,received
PO-2780,1,SUP-1003,IF-7560,WH-WEST,2026-01-26,2026-02-02,2026-02-02,25,25,0,21.3,532.5,received
PO-2781,1,SUP-1003,IF-8430,WH-WEST,2026-01-29,2026-02-05,2026-02-08,150,149,1,4.8,720.0,received
PO-2782,1,SUP-1003,IF-7455,WH-EAST,2026-01-20,2026-01-27,2026-01-29,50,49,1,18.7,935.0,received
PO-2783,1,SUP-1003,IF-8100,WH-WEST,2026-01-13,2026-01-20,2026-01-19,50,49,1,9.8,490.0,received
PO-2784,1,SUP-1003,IF-8540,WH-SOUTH,2026-01-14,2026-01-21,2026-01-21,250,244,6,15.3,3825.0,received
PO-2785,1,SUP-1003,IF-8320,WH-EAST,2026-01-30,2026-02-06,2026-02-06,25,25,0,6.4,160.0,received
PO-2786,1,SUP-1003,IF-8430,WH-EAST,2026-02-04,2026-02-11,2026-02-12,500,497,3,4.8,2400.0,received
PO-2787,1,SUP-1003,IF-7340,WH-EAST,2026-01-19,2026-01-26,2026-01-29,50,49,1,38.2,1910.0,received
PO-2788,1,SUP-1003,IF-8320,WH-EAST,2026-02-05,2026-02-12,2026-02-12,25,24,1,6.4,160.0,received
PO-2789,1,SUP-1003,IF-8430,WH-EAST,2026-01-15,2026-01-22,2026-01-24,150,146,4,4.8,720.0,received
PO-2790,1,SUP-1003,IF-8430,WH-WEST,2026-01-20,2026-01-27,2026-01-27,100,99,1,4.8,480.0,received
PO-2791,1,SUP-1004,PB-4890,WH-CENTRAL,2026-01-28,2026-02-15,2026-02-13,25,25,0,26.7,667.5,received
PO-2792,1,SUP-1004,PB-4780,WH-CENTRAL,2026-01-14,2026-02-01,2026-02-03,200,197,3,9.5,1900.0,received
PO-2793,1,SUP-1004,PB-4340,WH-WEST,2026-01-23,2026-02-10,2026-02-10,50,49,1,28.9,1445.0,received
PO-2794,1,SUP-1004,PB-4890,WH-SOUTH,2026-02-02,2026-02-20,2026-02-23,500,491,9,26.7,13350.0,received
PO-2795,1,SUP-1004,PB-4340,WH-WEST,2026-01-14,2026-02-01,2026-02-01,100,98,2,28.9,2890.0,received
PO-2796,1,SUP-1004,PB-4340,WH-CENTRAL,2026-02-09,2026-02-27,2026-03-01,25,24,1,28.9,722.5,received
PO-2797,1,SUP-1004,PB-4455,WH-SOUTH,2026-01-27,2026-02-14,2026-02-15,100,98,2,14.3,1430.0,received
PO-2798,1,SUP-1004,PB-4455,WH-CENTRAL,2026-01-30,2026-02-17,2026-02-17,500,487,13,14.3,7150.0,received
PO-2799,1,SUP-1004,PB-4560,WH-SOUTH,2026-01-22,2026-02-09,2026-02-11,100,98,2,11.8,1180.0,received
PO-2800,1,SUP-1004,PB-4340,WH-EAST,2026-02-09,2026-02-27,2026-03-01,50,50,0,28.9,1445.0,received
PO-2801,1,SUP-1004,PB-4455,WH-SOUTH,2026-02-03,2026-02-21,2026-02-23,500,492,8,14.3,7150.0,received
PO-2802,1,SUP-1004,PB-4340,WH-EAST,2026-01-29,2026-02-16,2026-02-19,150,148,2,28.9,4335.0,received
PO-2803,1,SUP-1004,PB-4340,WH-CENTRAL,2026-01-15,2026-02-02,2026-02-04,50,49,1,28.9,1445.0,received
PO-2804,1,SUP-1004,PB-4675,WH-SOUTH,2026-01-26,2026-02-13,2026-02-16,250,245,5,22.4,5600.0,received
PO-2805,1,SUP-1004,PB-4890,WH-CENTRAL,2026-01-15,2026-02-02,2026-02-05,500,486,14,26.7,13350.0,received
PO-2806,1,SUP-1004,PB-4675,WH-SOUTH,2026-01-28,2026-02-15,2026-02-15,150,147,3,22.4,3360.0,received
PO-2807,1,SUP-1004,PB-4780,WH-WEST,2026-01-23,2026-02-10,2026-02-11,25,25,0,9.5,237.5,received
PO-2808,1,SUP-1004,PB-4780,WH-WEST,2026-02-02,2026-02-20,2026-02-20,25,25,0,9.5,237.5,received
PO-2809,1,SUP-1004,PB-4995,WH-EAST,2026-01-22,2026-02-09,2026-02-09,200,198,2,19.8,3960.0,received
PO-2810,1,SUP-1004,PB-4340,WH-EAST,2026-02-09,2026-02-27,2026-02-27,100,97,3,28.9,2890.0,received
PO-2811,1,SUP-1004,PB-4995,WH-WEST,2026-01-20,2026-02-07,2026-02-06,150,146,4,19.8,2970.0,received
PO-2812,1,SUP-1004,PB-4675,WH-WEST,2026-02-06,2026-02-24,2026-02-23,50,50,0,22.4,1120.0,received
PO-2813,1,SUP-1004,PB-4890,WH-WEST,2026-01-23,2026-02-10,2026-02-08,250,243,7,26.7,6675.0,received
PO-2814,1,SUP-1004,PB-4560,WH-EAST,2026-02-02,2026-02-20,2026-02-21,25,25,0,11.8,295.0,received
PO-2815,1,SUP-1004,PB-4995,WH-WEST,2026-01-15,2026-02-02,2026-02-01,100,99,1,19.8,1980.0,received
PO-2816,1,SUP-1004,PB-4340,WH-SOUTH,2026-01-15,2026-02-02,2026-02-02,500,488,12,28.9,14450.0,received
PO-2817,1,SUP-1005,HF-1560,WH-CENTRAL,2026-01-26,2026-02-16,2026-02-17,150,148,2,34.5,5175.0,received
PO-2818,1,SUP-1005,HF-1560,WH-EAST,2026-01-20,2026-02-10,2026-02-10,25,24,1,34.5,862.5,received
PO-2819,1,SUP-1005,HF-1010,WH-WEST,2026-01-27,2026-02-17,2026-02-15,50,49,1,48.6,2430.0,received
PO-2820,1,SUP-1005,HF-1560,WH-SOUTH,2026-01-28,2026-02-18,2026-02-20,250,243,7,34.5,8625.0,received
PO-2821,1,SUP-1005,HF-1455,WH-CENTRAL,2026-02-02,2026-02-23,2026-02-23,50,50,0,14.2,710.0,received
PO-2822,1,SUP-1005,HF-1010,WH-SOUTH,2026-01-15,2026-02-05,2026-02-05,250,245,5,48.6,12150.0,received
PO-2823,1,SUP-1005,HF-1125,WH-SOUTH,2026-01-16,2026-02-06,2026-02-07,500,491,9,22.3,11150.0,received
PO-2824,1,SUP-1005,HF-1010,WH-SOUTH,2026-01-26,2026-02-16,2026-02-17,100,98,2,48.6,4860.0,received
PO-2825,1,SUP-1005,HF-1340,WH-WEST,2026-01-12,2026-02-02,2026-02-02,500,492,8,8.7,4350.0,received
PO-2826,1,SUP-1005,HF-1230,WH-EAST,2026-01-14,2026-02-04,2026-02-04,25,24,1,285.0,7125.0,received
PO-2827,1,SUP-1005,HF-1230,WH-EAST,2026-01-20,2026-02-10,2026-02-10,50,50,0,285.0,14250.0,received
PO-2828,1,SUP-1005,HF-1455,WH-EAST,2026-02-04,2026-02-25,2026-02-25,100,99,1,14.2,1420.0,received
PO-2829,1,SUP-1005,HF-1010,WH-WEST,2026-01-19,2026-02-09,2026-02-12,25,25,0,48.6,1215.0,received
PO-2830,1,SUP-1005,HF-1455,WH-SOUTH,2026-01-12,2026-02-02,2026-02-02,25,24,1,14.2,355.0,received
PO-2831,1,SUP-1005,HF-1010,WH-CENTRAL,2026-02-04,2026-02-25,2026-02-28,100,98,2,48.6,4860.0,received
PO-2832,1,SUP-1005,HF-1230,WH-SOUTH,2026-02-03,2026-02-24,2026-02-27,100,98,2,285.0,28500.0,received
PO-2833,1,SUP-1005,HF-1010,WH-CENTRAL,2026-02-03,2026-02-24,2026-02-23,200,195,5,48.6,9720.0,received
PO-2834,1,SUP-1005,HF-1125,WH-EAST,2026-01-29,2026-02-19,2026-02-19,500,490,10,22.3,11150.0,received
PO-2835,1,SUP-1005,HF-1010,WH-CENTRAL,2026-01-16,2026-02-06,2026-02-07,50,50,0,48.6,2430.0,received
PO-2836,1,SUP-1005,HF-1560,WH-EAST,2026-02-02,2026-02-23,2026-02-25,50,49,1,34.5,1725.0,received
PO-2837,1,SUP-1005,HF-1560,WH-WEST,2026-02-04,2026-02-25,2026-02-25,250,243,7,34.5,8625.0,received
PO-2838,1,SUP-1005,HF-1455,WH-CENTRAL,2026-02-05,2026-02-26,2026-02-26,50,49,1,14.2,710.0,received
PO-2839,1,SUP-1005,HF-1340,WH-EAST,2026-02-02,2026-02-23,2026-02-24,500,495,5,8.7,4350.0,received
PO-2840,1,SUP-1005,HF-1455,WH-EAST,2026-01-15,2026-02-05,2026-02-06,200,197,3,14.2,2840.0,received
PO-2841,1,SUP-1005,HF-1010,WH-WEST,2026-02-04,2026-02-25,2026-02-25,500,487,13,48.6,24300.0,received
PO-2842,1,SUP-1005,HF-1010,WH-SOUTH,2026-01-14,2026-02-04,2026-02-04,150,146,4,48.6,7290.0,received
PO-2843,1,SUP-1006,SE-1010,WH-CENTRAL,2026-01-29,2026-02-03,2026-02-03,100,99,1,32.4,3240.0,received
PO-2844,1,SUP-1006,SE-1560,WH-SOUTH,2026-01-19,2026-01-24,2026-01-27,150,146,4,11.3,1695.0,received
PO-2845,1,SUP-1006,SE-1340,WH-WEST,2026-01-14,2026-01-19,2026-01-19,200,197,3,14.2,2840.0,received
PO-2846,1,SUP-1006,SE-1230,WH-SOUTH,2026-01-30,2026-02-04,2026-02-03,250,246,4,125.0,31250.0,received
PO-2847,1,SUP-1006,SE-1455,WH-CENTRAL,2026-01-22,2026-01-27,2026-01-28,25,25,0,18.5,462.5,received
PO-2848,1,SUP-1006,SE-1230,WH-EAST,2026-01-30,2026-02-04,2026-02-03,250,244,6,125.0,31250.0,received
PO-2849,1,SUP-1006,SE-1560,WH-EAST,2026-01-15,2026-01-20,2026-01-19,500,493,7,11.3,5650.0,received
PO-2850,1,SUP-1006,SE-1455,WH-SOUTH,2026-01-13,2026-01-18,2026-01-18,50,49,1,18.5,925.0,received
PO-2851,1,SUP-1006,SE-1010,WH-CENTRAL,2026-01-28,2026-02-02,2026-02-02,500,496,4,32.4,16200.0,received
PO-2852,1,SUP-1006,SE-1560,WH-EAST,2026-02-09,2026-02-14,2026-02-16,150,149,1,11.3,1695.0,received
PO-2853,1,SUP-1007,EC-1720,WH-CENTRAL,2026-01-21,2026-02-06,2026-02-06,200,195,5,3.2,640.0,received
PO-2854,1,SUP-1007,EC-2050,WH-EAST,2026-01-19,2026-02-04,2026-02-02,150,149,1,2.1,315.0,received
PO-2855,1,SUP-1007,EC-2050,WH-WEST,2026-01-21,2026-02-06,2026-02-04,200,196,4,2.1,420.0,received
PO-2856,1,SUP-1007,EC-2050,WH-EAST,2026-02-09,2026-02-25,2026-02-25,500,492,8,2.1,1050.0,received
PO-2857,1,SUP-1007,EC-2050,WH-WEST,2026-01-12,2026-01-28,2026-01-30,50,49,1,2.1,105.0,received
PO-2858,1,SUP-1007,EC-2275,WH-SOUTH,2026-01-19,2026-02-04,2026-02-05,100,99,1,24.5,2450.0,received
PO-2859,1,SUP-1007,EC-1720,WH-CENTRAL,2026-01-23,2026-02-08,2026-02-08,25,24,1,3.2,80.0,received
PO-2860,1,SUP-1007,EC-2050,WH-WEST,2026-01-19,2026-02-04,2026-02-06,50,50,0,2.1,105.0,received
PO-2861,1,SUP-1007,EC-2050,WH-CENTRAL,2026-02-04,2026-02-20,2026-02-20,100,99,1,2.1,210.0,received
PO-2862,1,SUP-1007,EC-2050,WH-SOUTH,2026-01-26,2026-02-11,2026-02-12,200,198,2,2.1,420.0,received
PO-2863,1,SUP-1007,EC-2275,WH-SOUTH,2026-01-22,2026-02-07,2026-02-08,250,244,6,24.5,6125.0,received
PO-2864,1,SUP-1007,EC-2160,WH-WEST,2026-01-13,2026-01-29,2026-01-30,250,245,5,7.4,1850.0,received
PO-2865,1,SUP-1007,EC-1940,WH-CENTRAL,2026-01-15,2026-01-31,2026-02-03,150,147,3,18.9,2835.0,received
PO-2866,1,SUP-1008,IF-7995,WH-SOUTH,2026-01-19,2026-01-24,2026-01-25,200,194,6,14.5,2900.0,received
PO-2867,1,SUP-1008,IF-8100,WH-SOUTH,2026-01-29,2026-02-03,2026-02-01,25,24,1,9.8,245.0,received
PO-2868,1,SUP-1008,IF-8100,WH-SOUTH,2026-02-02,2026-02-07,2026-02-09,200,196,4,9.8,1960.0,received
PO-2869,1,SUP-1008,IF-8100,WH-CENTRAL,2026-01-29,2026-02-03,2026-02-03,25,25,0,9.8,245.0,received
PO-2870,1,SUP-1008,IF-8215,WH-CENTRAL,2026-01-27,2026-02-01,2026-02-03,500,489,11,11.2,5600.0,received
PO-2871,1,SUP-1008,IF-8540,WH-SOUTH,2026-01-22,2026-01-27,2026-01-29,100,98,2,15.3,1530.0,received
PO-2872,1,SUP-1008,IF-8215,WH-EAST,2026-02-09,2026-02-14,2026-02-14,50,49,1,11.2,560.0,received
PO-2873,1,SUP-1008,IF-8430,WH-WEST,2026-01-28,2026-02-02,2026-02-02,150,146,4,4.8,720.0,received
PO-2874,1,SUP-1008,IF-8540,WH-SOUTH,2026-01-20,2026-01-25,2026-01-26,250,243,7,15.3,3825.0,received
PO-2875,1,SUP-1008,IF-7995,WH-EAST,2026-02-05,2026-02-10,2026-02-09,500,489,11,14.5,7250.0,received
PO-2876,1,SUP-1008,IF-8430,WH-SOUTH,2026-01-14,2026-01-19,2026-01-20,150,147,3,4.8,720.0,received
PO-2877,1,SUP-1008,IF-8430,WH-EAST,2026-01-27,2026-02-01,2026-02-03,200,196,4,4.8,960.0,received
PO-2878,1,SUP-1008,IF-8320,WH-WEST,2026-02-04,2026-02-09,2026-02-10,150,149,1,6.4,960.0,received
PO-2879,1,SUP-1009,PB-5100,WH-CENTRAL,2026-02-05,2026-03-02,2026-03-02,150,146,4,16.2,2430.0,received
PO-2880,1,SUP-1009,PB-5650,WH-SOUTH,2026-01-22,2026-02-16,2026-02-16,500,494,6,4.8,2400.0,received
PO-2881,1,SUP-1009,PB-5650,WH-CENTRAL,2026-01-20,2026-02-14,2026-02-17,500,486,14,4.8,2400.0,received
PO-2882,1,SUP-1009,PB-5650,WH-WEST,2026-02-09,2026-03-06,2026-03-04,150,149,1,4.8,720.0,received
PO-2883,1,SUP-1009,PB-5760,WH-CENTRAL,2026-02-06,2026-03-03,2026-03-03,500,488,12,135.0,67500.0,received
PO-2884,1,SUP-1009,PB-5320,WH-CENTRAL,2026-01-16,2026-02-10,2026-02-15,200,198,2,13.6,2720.0,received
PO-2885,1,SUP-1009,PB-5430,WH-WEST,2026-01-30,2026-02-24,2026-02-24,250,248,2,245.0,61250.0,received
PO-2886,1,SUP-1009,PB-5540,WH-SOUTH,2026-01-15,2026-02-09,2026-02-09,250,244,6,3.4,850.0,received
PO-2887,1,SUP-1009,PB-5430,WH-CENTRAL,2026-01-27,2026-02-21,2026-02-21,50,50,0,245.0,12250.0,received
PO-2888,1,SUP-1009,PB-5760,WH-WEST,2026-01-27,2026-02-21,2026-02-22,25,24,1,135.0,3375.0,received
PO-2889,1,SUP-1009,PB-5760,WH-CENTRAL,2026-02-06,2026-03-03,2026-03-03,200,197,3,135.0,27000.0,received
PO-2890,1,SUP-1009,PB-5100,WH-EAST,2026-02-04,2026-03-01,2026-03-01,200,196,4,16.2,3240.0,received
PO-2891,1,SUP-1009,PB-5540,WH-EAST,2026-01-29,2026-02-23,2026-02-21,150,146,4,3.4,510.0,received
