forecast_id,product_id,warehouse_id,forecast_date,period_start,period_end,forecast_qty,forecast_method,confidence_level,created_by
FC-00519,PB-5540,WH-WEST,2025-11-06,2025-11-12,2025-12-11,86,statistical,0.77,System
FC-00520,PB-5650,WH-WEST,2025-11-06,2025-11-12,2025-12-11,105,consensus,0.83,System
FC-00521,PB-5760,WH-EAST,2025-11-06,2025-11-12,2025-12-11,77,consensus,0.78,System
FC-00522,PB-5870,WH-SOUTH,2025-11-06,2025-11-12,2025-12-11,75,consensus,0.88,System
FC-00523,PB-5980,WH-EAST,2025-11-06,2025-11-12,2025-12-11,104,consensus,0.71,System
FC-00524,PB-6090,WH-EAST,2025-11-06,2025-11-12,2025-12-11,105,consensus,0.79,System
FC-00525,PB-6195,WH-WEST,2025-11-06,2025-11-12,2025-12-11,81,statistical,0.76,System
FC-00526,PB-6280,WH-WEST,2025-11-06,2025-11-12,2025-12-11,79,statistical,0.76,System
FC-00527,PB-6370,WH-EAST,2025-11-06,2025-11-12,2025-12-11,89,manual_override,0.95,System
FC-00528,PB-6460,WH-CENTRAL,2025-11-06,2025-11-12,2025-12-11,87,consensus,0.94,System
FC-00529,IF-7010,WH-EAST,2025-11-06,2025-11-12,2025-12-11,489,manual_override,0.77,System
FC-00530,IF-7125,WH-WEST,2025-11-06,2025-11-12,2025-12-11,486,consensus,0.79,System
FC-00531,IF-7230,WH-WEST,2025-11-06,2025-11-12,2025-12-11,465,consensus,0.8,System
FC-00532,IF-7340,WH-EAST,2025-11-06,2025-11-12,2025-12-11,223,manual_override,0.75,R. Patel
FC-00533,IF-7455,WH-SOUTH,2025-11-06,2025-11-12,2025-12-11,232,statistical,0.8,System
FC-00534,IF-7560,WH-CENTRAL,2025-11-06,2025-11-12,2025-12-11,209,consensus,0.95,System
FC-00535,IF-7675,WH-WEST,2025-11-06,2025-11-12,2025-12-11,196,statistical,0.75,System
FC-00536,IF-7780,WH-SOUTH,2025-11-06,2025-11-12,2025-12-11,225,manual_override,0.79,System
FC-00537,IF-7890,WH-WEST,2025-11-06,2025-11-12,2025-12-11,202,statistical,0.88,System
FC-00538,IF-7995,WH-EAST,2025-11-06,2025-11-12,2025-12-11,227,consensus,0.76,System
FC-00539,IF-8100,WH-WEST,2025-11-06,2025-11-12,2025-12-11,99,statistical,0.77,System
FC-00540,IF-8215,WH-EAST,2025-11-06,2025-11-12,2025-12-11,98,manual_override,0.81,System
FC-00541,IF-8320,WH-EAST,2025-11-06,2025-11-12,2025-12-11,84,consensus,0.9,System
FC-00542,IF-8430,WH-CENTRAL,2025-11-06,2025-11-12,2025-12-11,90,manual_override,0.76,A. Chen
FC-00543,IF-8540,WH-EAST,2025-11-06,2025-11-12,2025-12-11,84,statistical,0.81,System
FC-00544,IF-8650,WH-EAST,2025-11-06,2025-11-12,2025-12-11,85,statistical,0.84,System
FC-00545,IF-8760,WH-SOUTH,2025-11-06,2025-11-12,2025-12-11,72,manual_override,0.77,R. Patel
FC-00546,IF-8870,WH-WEST,2025-11-06,2025-11-12,2025-12-11,90,manual_override,0.73,R. Patel
FC-00547,IF-8980,WH-EAST,2025-11-06,2025-11-12,2025-12-11,105,statistical,0.86,System
FC-00548,IF-9090,WH-EAST,2025-11-06,2025-11-12,2025-12-11,88,statistical,0.75,System
FC-00549,IF-9195,WH-WEST,2025-11-06,2025-11-12,2025-12-11,97,statistical,0.79,System
FC-00550,IF-9280,WH-SOUTH,2025-11-06,2025-11-12,2025-12-11,94,statistical,0.88,System
FC-00551,IF-9370,WH-EAST,2025-11-06,2025-11-12,2025-12-11,73,statistical,0.71,System
FC-00552,IF-9460,WH-EAST,2025-11-06,2025-11-12,2025-12-11,69,statistical,0.74,System
FC-00553,HF-1010,WH-SOUTH,2025-11-06,2025-11-12,2025-12-11,471,statistical,0.7,System
FC-00554,HF-1125,WH-CENTRAL,2025-11-06,2025-11-12,2025-12-11,497,consensus,0.87,System
FC-00555,HF-1230,WH-WEST,2025-11-06,2025-11-12,2025-12-11,497,statistical,0.93,System
FC-00556,HF-1340,WH-CENTRAL,2025-11-06,2025-11-12,2025-12-11,225,consensus,0.87,System
FC-00557,HF-1455,WH-CENTRAL,2025-11-06,2025-11-12,2025-12-11,228,consensus,0.7,System
FC-00558,HF-1560,WH-WEST,2025-11-06,2025-11-12,2025-12-11,208,consensus,0.9,System
FC-00559,HF-1675,WH-SOUTH,2025-11-06,2025-11-12,2025-12-11,220,statistical,0.76,System
FC-00560,HF-1780,WH-EAST,2025-11-06,2025-11-12,2025-12-11,214,consensus,0.91,System
FC-00561,HF-1890,WH-EAST,2025-11-06,2025-11-12,2025-12-11,230,statistical,0.83,System
FC-00562,HF-1995,WH-WEST,2025-11-06,2025-11-12,2025-12-11,195,statistical,0.73,System
FC-00563,HF-2100,WH-EAST,2025-11-06,2025-11-12,2025-12-11,79,statistical,0.87,System
FC-00564,HF-2215,WH-EAST,2025-11-06,2025-11-12,2025-12-11,85,manual_override,0.89,R. Patel
FC-00565,HF-2320,WH-EAST,2025-11-06,2025-11-12,2025-12-11,102,statistical,0.83,System
FC-00566,HF-2430,WH-WEST,2025-11-06,2025-11-12,2025-12-11,85,manual_override,0.9,System
FC-00567,HF-2540,WH-EAST,2025-11-06,2025-11-12,2025-12-11,87,statistical,0.71,System
FC-00568,HF-2650,WH-EAST,2025-11-06,2025-11-12,2025-12-11,78,statistical,0.86,System
FC-00569,HF-2760,WH-SOUTH,2025-11-06,2025-11-12,2025-12-11,69,consensus,0.85,System
FC-00570,HF-2870,WH-EAST,2025-11-06,2025-11-12,2025-12-11,106,statistical,0.88,System
FC-00571,HF-2980,WH-CENTRAL,2025-11-06,2025-11-12,2025-12-11,81,statistical,0.89,System
FC-00572,HF-3090,WH-CENTRAL,2025-11-06,2025-11-12,2025-12-11,87,statistical,0.82,System
FC-00573,HF-3195,WH-WEST,2025-11-06,2025-11-12,2025-12-11,85,statistical,0.9,System
FC-00574,HF-3280,WH-SOUTH,2025-11-06,2025-11-12,2025-12-11,96,statistical,0.74,System
FC-00575,HF-3370,WH-EAST,2025-11-06,2025-11-12,2025-12-11,80,statistical,0.78,System
FC-00576,HF-3460,WH-EAST,2025-11-06,2025-11-12,2025-12-11,72,statistical,0.95,System
FC-00577,SE-1010,WH-EAST,2025-11-06,2025-11-12,2025-12-11,611,consensus,0.6,System
FC-00578,SE-1125,WH-WEST,2025-11-06,2025-11-12,2025-12-11,602,consensus,0.6,System
FC-00579,SE-1230,WH-EAST,2025-11-06,2025-11-12,2025-12-11,605,consensus,0.6,System
FC-00580,SE-1340,WH-SOUTH,2025-11-06,2025-11-12,2025-12-11,280,consensus,0.6,System
FC-00581,SE-1455,WH-SOUTH,2025-11-06,2025-11-12,2025-12-11,270,consensus,0.6,System
FC-00582,SE-1560,WH-CENTRAL,2025-11-06,2025-11-12,2025-12-11,267,consensus,0.6,System
FC-00583,SE-1675,WH-CENTRAL,2025-11-06,2025-11-12,2025-12-11,263,consensus,0.6,System
FC-00584,SE-1780,WH-WEST,2025-11-06,2025-11-12,2025-12-11,270,consensus,0.6,System
FC-00585,SE-1890,WH-CENTRAL,2025-11-06,2025-11-12,2025-12-11,278,consensus,0.6,System
FC-00586,SE-1995,WH-CENTRAL,2025-11-06,2025-11-12,2025-12-11,273,consensus,0.6,System
FC-00587,SE-2100,WH-SOUTH,2025-11-06,2025-11-12,2025-12-11,113,consensus,0.6,System
FC-00588,SE-2215,WH-SOUTH,2025-11-06,2025-11-12,2025-12-11,114,consensus,0.6,System
FC-00589,SE-2320,WH-WEST,2025-11-06,2025-11-12,2025-12-11,106,consensus,0.6,System
FC-00590,SE-2430,WH-CENTRAL,2025-11-06,2025-11-12,2025-12-11,103,consensus,0.6,System
FC-00591,SE-2540,WH-SOUTH,2025-11-06,2025-11-12,2025-12-11,116,consensus,0.6,System
FC-00592,SE-2650,WH-CENTRAL,2025-11-06,2025-11-12,2025-12-11,105,consensus,0.6,System
FC-00593,SE-2760,WH-CENTRAL,2025-11-06,2025-11-12,2025-12-11,102,consensus,0.6,System
FC-00594,SE-2870,WH-SOUTH,2025-11-06,2025-11-12,2025-12-11,98,consensus,0.6,System
FC-00595,SE-2980,WH-WEST,2025-11-06,2025-11-12,2025-12-11,118,consensus,0.6,System
FC-00596,SE-3090,WH-WEST,2025-11-06,2025-11-12,2025-12-11,114,consensus,0.6,System
FC-00597,SE-3195,WH-EAST,2025-11-06,2025-11-12,2025-12-11,114,consensus,0.6,System
FC-00598,SE-3280,WH-CENTRAL,2025-11-06,2025-11-12,2025-12-11,101,consensus,0.6,System
FC-00599,SE-3370,WH-WEST,2025-11-06,2025-11-12,2025-12-11,109,consensus,0.6,System
FC-00600,SE-3460,WH-EAST,2025-11-06,2025-11-12,2025-12-11,116,consensus,0.6,System
FC-00601,EC-1847,WH-WEST,2025-11-27,2025-12-12,2026-01-10,512,statistical,0.91,System
FC-00602,EC-2291,WH-EAST,2025-11-27,2025-12-12,2026-01-10,503,statistical,0.79,System
FC-00603,EC-3004,WH-WEST,2025-11-27,2025-12-12,2026-01-10,494,statistical,0.9,System
FC-00604,EC-3517,WH-CENTRAL,2025-11-27,2025-12-12,2026-01-10,522,statistical,0.71,System
FC-00605,EC-1102,WH-WEST,2025-11-27,2025-12-12,2026-01-10,243,statistical,0.73,System
FC-00606,EC-1205,WH-CENTRAL,2025-11-27,2025-12-12,2026-01-10,212,statistical,0.92,System
FC-00607,EC-1330,WH-WEST,2025-11-27,2025-12-12,2026-01-10,220,statistical,0.79,System
FC-00608,EC-1455,WH-WEST,2025-11-27,2025-12-12,2026-01-10,205,statistical,0.92,System
FC-00609,EC-1580,WH-EAST,2025-11-27,2025-12-12,2026-01-10,223,statistical,0.83,System
FC-00610,EC-1610,WH-CENTRAL,2025-11-27,2025-12-12,2026-01-10,211,statistical,0.75,System
FC-00611,EC-1720,WH-WEST,2025-11-27,2025-12-12,2026-01-10,105,statistical,0.9,System
FC-00612,EC-1835,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,99,consensus,0.83,System
FC-00613,EC-1940,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,79,consensus,0.84,System
FC-00614,EC-2050,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,98,statistical,0.78,System
FC-00615,EC-2160,WH-CENTRAL,2025-11-27,2025-12-12,2026-01-10,81,manual_override,0.85,A. Chen
FC-00616,EC-2275,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,93,statistical,0.79,System
FC-00617,EC-2380,WH-WEST,2025-11-27,2025-12-12,2026-01-10,80,manual_override,0.9,A. Chen
FC-00618,EC-2490,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,87,statistical,0.79,System
FC-00619,EC-2595,WH-CENTRAL,2025-11-27,2025-12-12,2026-01-10,89,consensus,0.82,System
FC-00620,EC-2680,WH-EAST,2025-11-27,2025-12-12,2026-01-10,95,consensus,0.83,System
FC-00621,EC-2790,WH-EAST,2025-11-27,2025-12-12,2026-01-10,106,consensus,0.82,System
FC-00622,EC-2885,WH-WEST,2025-11-27,2025-12-12,2026-01-10,75,consensus,0.76,System
FC-00623,EC-2970,WH-EAST,2025-11-27,2025-12-12,2026-01-10,100,statistical,0.74,System
FC-00624,EC-3100,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,101,statistical,0.74,System
FC-00625,PB-4010,WH-CENTRAL,2025-11-27,2025-12-12,2026-01-10,494,manual_override,0.75,R. Patel
FC-00626,PB-4125,WH-WEST,2025-11-27,2025-12-12,2026-01-10,513,statistical,0.87,System
FC-00627,PB-4230,WH-CENTRAL,2025-11-27,2025-12-12,2026-01-10,495,statistical,0.81,System
FC-00628,PB-4340,WH-WEST,2025-11-27,2025-12-12,2026-01-10,217,statistical,0.87,System
FC-00629,PB-4455,WH-WEST,2025-11-27,2025-12-12,2026-01-10,219,consensus,0.89,System
FC-00630,PB-4560,WH-EAST,2025-11-27,2025-12-12,2026-01-10,244,statistical,0.8,System
FC-00631,PB-4675,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,219,consensus,0.8,System
FC-00632,PB-4780,WH-CENTRAL,2025-11-27,2025-12-12,2026-01-10,235,statistical,0.8,System
FC-00633,PB-4890,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,229,statistical,0.77,System
FC-00634,PB-4995,WH-CENTRAL,2025-11-27,2025-12-12,2026-01-10,228,statistical,0.81,System
FC-00635,PB-5100,WH-EAST,2025-11-27,2025-12-12,2026-01-10,99,consensus,0.94,System
FC-00636,PB-5215,WH-WEST,2025-11-27,2025-12-12,2026-01-10,108,consensus,0.86,System
FC-00637,PB-5320,WH-WEST,2025-11-27,2025-12-12,2026-01-10,109,consensus,0.73,System
FC-00638,PB-5430,WH-WEST,2025-11-27,2025-12-12,2026-01-10,100,statistical,0.73,System
FC-00639,PB-5540,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,102,statistical,0.82,System
FC-00640,PB-5650,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,90,consensus,0.83,System
FC-00641,PB-5760,WH-EAST,2025-11-27,2025-12-12,2026-01-10,94,statistical,0.94,System
FC-00642,PB-5870,WH-CENTRAL,2025-11-27,2025-12-12,2026-01-10,77,statistical,0.92,System
FC-00643,PB-5980,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,86,statistical,0.73,System
FC-00644,PB-6090,WH-CENTRAL,2025-11-27,2025-12-12,2026-01-10,104,consensus,0.7,System
FC-00645,PB-6195,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,81,statistical,0.86,System
FC-00646,PB-6280,WH-CENTRAL,2025-11-27,2025-12-12,2026-01-10,109,consensus,0.71,System
FC-00647,PB-6370,WH-WEST,2025-11-27,2025-12-12,2026-01-10,109,consensus,0.76,System
FC-00648,PB-6460,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,106,statistical,0.9,System
FC-00649,IF-7010,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,527,consensus,0.71,System
FC-00650,IF-7125,WH-EAST,2025-11-27,2025-12-12,2026-01-10,511,manual_override,0.91,R. Patel
FC-00651,IF-7230,WH-EAST,2025-11-27,2025-12-12,2026-01-10,515,statistical,0.81,System
FC-00652,IF-7340,WH-WEST,2025-11-27,2025-12-12,2026-01-10,227,consensus,0.89,System
FC-00653,IF-7455,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,218,statistical,0.94,System
FC-00654,IF-7560,WH-EAST,2025-11-27,2025-12-12,2026-01-10,233,manual_override,0.9,R. Patel
FC-00655,IF-7675,WH-WEST,2025-11-27,2025-12-12,2026-01-10,227,statistical,0.93,System
FC-00656,IF-7780,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,231,statistical,0.77,System
FC-00657,IF-7890,WH-CENTRAL,2025-11-27,2025-12-12,2026-01-10,240,statistical,0.89,System
FC-00658,IF-7995,WH-EAST,2025-11-27,2025-12-12,2026-01-10,214,statistical,0.93,System
FC-00659,IF-8100,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,73,statistical,0.85,System
FC-00660,IF-8215,WH-WEST,2025-11-27,2025-12-12,2026-01-10,108,statistical,0.94,System
FC-00661,IF-8320,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,77,consensus,0.75,System
FC-00662,IF-8430,WH-EAST,2025-11-27,2025-12-12,2026-01-10,94,statistical,0.8,System
FC-00663,IF-8540,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,98,statistical,0.92,System
FC-00664,IF-8650,WH-EAST,2025-11-27,2025-12-12,2026-01-10,79,consensus,0.94,System
FC-00665,IF-8760,WH-EAST,2025-11-27,2025-12-12,2026-01-10,107,statistical,0.9,System
FC-00666,IF-8870,WH-EAST,2025-11-27,2025-12-12,2026-01-10,70,statistical,0.85,System
FC-00667,IF-8980,WH-CENTRAL,2025-11-27,2025-12-12,2026-01-10,101,statistical,0.75,System
FC-00668,IF-9090,WH-CENTRAL,2025-11-27,2025-12-12,2026-01-10,79,statistical,0.88,System
FC-00669,IF-9195,WH-EAST,2025-11-27,2025-12-12,2026-01-10,71,statistical,0.85,System
FC-00670,IF-9280,WH-WEST,2025-11-27,2025-12-12,2026-01-10,87,consensus,0.91,System
FC-00671,IF-9370,WH-WEST,2025-11-27,2025-12-12,2026-01-10,86,consensus,0.82,System
FC-00672,IF-9460,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,95,manual_override,0.9,System
FC-00673,HF-1010,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,511,statistical,0.78,System
FC-00674,HF-1125,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,503,statistical,0.82,System
FC-00675,HF-1230,WH-CENTRAL,2025-11-27,2025-12-12,2026-01-10,496,statistical,0.89,System
FC-00676,HF-1340,WH-EAST,2025-11-27,2025-12-12,2026-01-10,238,statistical,0.71,System
FC-00677,HF-1455,WH-EAST,2025-11-27,2025-12-12,2026-01-10,209,statistical,0.88,System
FC-00678,HF-1560,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,208,statistical,0.72,System
FC-00679,HF-1675,WH-EAST,2025-11-27,2025-12-12,2026-01-10,219,manual_override,0.84,System
FC-00680,HF-1780,WH-WEST,2025-11-27,2025-12-12,2026-01-10,229,statistical,0.89,System
FC-00681,HF-1890,WH-CENTRAL,2025-11-27,2025-12-12,2026-01-10,221,consensus,0.7,System
FC-00682,HF-1995,WH-WEST,2025-11-27,2025-12-12,2026-01-10,244,statistical,0.73,System
FC-00683,HF-2100,WH-EAST,2025-11-27,2025-12-12,2026-01-10,108,consensus,0.7,System
FC-00684,HF-2215,WH-CENTRAL,2025-11-27,2025-12-12,2026-01-10,95,consensus,0.88,System
FC-00685,HF-2320,WH-EAST,2025-11-27,2025-12-12,2026-01-10,106,statistical,0.75,System
FC-00686,HF-2430,WH-WEST,2025-11-27,2025-12-12,2026-01-10,90,statistical,0.78,System
FC-00687,HF-2540,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,98,statistical,0.85,System
FC-00688,HF-2650,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,98,statistical,0.91,System
FC-00689,HF-2760,WH-CENTRAL,2025-11-27,2025-12-12,2026-01-10,88,statistical,0.79,System
FC-00690,HF-2870,WH-CENTRAL,2025-11-27,2025-12-12,2026-01-10,101,statistical,0.89,System
FC-00691,HF-2980,WH-CENTRAL,2025-11-27,2025-12-12,2026-01-10,97,statistical,0.9,System
FC-00692,HF-3090,WH-WEST,2025-11-27,2025-12-12,2026-01-10,100,consensus,0.79,System
FC-00693,HF-3195,WH-WEST,2025-11-27,2025-12-12,2026-01-10,91,statistical,0.73,System
FC-00694,HF-3280,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,88,manual_override,0.78,System
FC-00695,HF-3370,WH-EAST,2025-11-27,2025-12-12,2026-01-10,78,statistical,0.89,System
FC-00696,HF-3460,WH-EAST,2025-11-27,2025-12-12,2026-01-10,86,statistical,0.93,System
FC-00697,SE-1010,WH-CENTRAL,2025-11-27,2025-12-12,2026-01-10,608,consensus,0.6,System
FC-00698,SE-1125,WH-EAST,2025-11-27,2025-12-12,2026-01-10,610,consensus,0.6,System
FC-00699,SE-1230,WH-WEST,2025-11-27,2025-12-12,2026-01-10,613,consensus,0.6,System
FC-00700,SE-1340,WH-WEST,2025-11-27,2025-12-12,2026-01-10,276,consensus,0.6,System
FC-00701,SE-1455,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,272,consensus,0.6,System
FC-00702,SE-1560,WH-CENTRAL,2025-11-27,2025-12-12,2026-01-10,276,consensus,0.6,System
FC-00703,SE-1675,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,269,consensus,0.6,System
FC-00704,SE-1780,WH-EAST,2025-11-27,2025-12-12,2026-01-10,276,consensus,0.6,System
FC-00705,SE-1890,WH-WEST,2025-11-27,2025-12-12,2026-01-10,274,consensus,0.6,System
FC-00706,SE-1995,WH-EAST,2025-11-27,2025-12-12,2026-01-10,263,consensus,0.6,System
FC-00707,SE-2100,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,117,consensus,0.6,System
FC-00708,SE-2215,WH-CENTRAL,2025-11-27,2025-12-12,2026-01-10,103,consensus,0.6,System
FC-00709,SE-2320,WH-EAST,2025-11-27,2025-12-12,2026-01-10,116,consensus,0.6,System
FC-00710,SE-2430,WH-EAST,2025-11-27,2025-12-12,2026-01-10,103,consensus,0.6,System
FC-00711,SE-2540,WH-CENTRAL,2025-11-27,2025-12-12,2026-01-10,113,consensus,0.6,System
FC-00712,SE-2650,WH-CENTRAL,2025-11-27,2025-12-12,2026-01-10,100,consensus,0.6,System
FC-00713,SE-2760,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,107,consensus,0.6,System
FC-00714,SE-2870,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,107,consensus,0.6,System
FC-00715,SE-2980,WH-EAST,2025-11-27,2025-12-12,2026-01-10,117,consensus,0.6,System
FC-00716,SE-3090,WH-EAST,2025-11-27,2025-12-12,2026-01-10,113,consensus,0.6,System
FC-00717,SE-3195,WH-CENTRAL,2025-11-27,2025-12-12,2026-01-10,117,consensus,0.6,System
FC-00718,SE-3280,WH-CENTRAL,2025-11-27,2025-12-12,2026-01-10,111,consensus,0.6,System
FC-00719,SE-3370,WH-SOUTH,2025-11-27,2025-12-12,2026-01-10,110,consensus,0.6,System
FC-00720,SE-3460,WH-WEST,2025-11-27,2025-12-12,2026-01-10,101,consensus,0.6,System
FC-00721,EC-1847,WH-SOUTH,2026-01-02,2026-01-11,2026-02-09,504,consensus,0.78,System
FC-00722,EC-2291,WH-SOUTH,2026-01-02,2026-01-11,2026-02-09,510,statistical,0.94,System
FC-00723,EC-3004,WH-CENTRAL,2026-01-02,2026-01-11,2026-02-09,514,statistical,0.82,System
FC-00724,EC-3517,WH-CENTRAL,2026-01-02,2026-01-11,2026-02-09,517,statistical,0.95,System
FC-00725,EC-1102,WH-SOUTH,2026-01-02,2026-01-11,2026-02-09,211,statistical,0.94,System
FC-00726,EC-1205,WH-EAST,2026-01-02,2026-01-11,2026-02-09,224,statistical,0.95,System
FC-00727,EC-1330,WH-SOUTH,2026-01-02,2026-01-11,2026-02-09,212,statistical,0.72,System
FC-00728,EC-1455,WH-CENTRAL,2026-01-02,2026-01-11,2026-02-09,227,manual_override,0.88,System
FC-00729,EC-1580,WH-CENTRAL,2026-01-02,2026-01-11,2026-02-09,226,statistical,0.72,System
FC-00730,EC-1610,WH-SOUTH,2026-01-02,2026-01-11,2026-02-09,248,manual_override,0.88,R. Patel
FC-00731,EC-1720,WH-WEST,2026-01-02,2026-01-11,2026-02-09,104,consensus,0.77,System
FC-00732,EC-1835,WH-CENTRAL,2026-01-02,2026-01-11,2026-02-09,80,statistical,0.82,System
FC-00733,EC-1940,WH-CENTRAL,2026-01-02,2026-01-11,2026-02-09,106,statistical,0.76,System
FC-00734,EC-2050,WH-CENTRAL,2026-01-02,2026-01-11,2026-02-09,97,statistical,0.89,System
FC-00735,EC-2160,WH-CENTRAL,2026-01-02,2026-01-11,2026-02-09,112,statistical,0.79,System
FC-00736,EC-2275,WH-CENTRAL,2026-01-02,2026-01-11,2026-02-09,97,statistical,0.9,System
FC-00737,EC-2380,WH-SOUTH,2026-01-02,2026-01-11,2026-02-09,72,consensus,0.84,System
FC-00738,EC-2490,WH-SOUTH,2026-01-02,2026-01-11,2026-02-09,88,statistical,0.91,System
FC-00739,EC-2595,WH-SOUTH,2026-01-02,2026-01-11,2026-02-09,85,consensus,0.91,System
FC-00740,EC-2680,WH-EAST,2026-01-02,2026-01-11,2026-02-09,94,consensus,0.81,System
FC-00741,EC-2790,WH-WEST,2026-01-02,2026-01-11,2026-02-09,111,manual_override,0.71,System
FC-00742,EC-2885,WH-CENTRAL,2026-01-02,2026-01-11,2026-02-09,101,statistical,0.79,System
FC-00743,EC-2970,WH-SOUTH,2026-01-02,2026-01-11,2026-02-09,88,statistical,0.95,System
FC-00744,EC-3100,WH-WEST,2026-01-02,2026-01-11,2026-02-09,76,consensus,0.93,System
FC-00745,PB-4010,WH-WEST,2026-01-02,2026-01-11,2026-02-09,516,statistical,0.82,System
FC-00746,PB-4125,WH-WEST,2026-01-02,2026-01-11,2026-02-09,515,statistical,0.9,System
FC-00747,PB-4230,WH-WEST,2026-01-02,2026-01-11,2026-02-09,502,statistical,0.82,System
FC-00748,PB-4340,WH-EAST,2026-01-02,2026-01-11,2026-02-09,224,statistical,0.81,System
FC-00749,PB-4455,WH-EAST,2026-01-02,2026-01-11,2026-02-09,242,consensus,0.81,System
FC-00750,PB-4560,WH-WEST,2026-01-02,2026-01-11,2026-02-09,213,statistical,0.74,System
FC-00751,PB-4675,WH-SOUTH,2026-01-02,2026-01-11,2026-02-09,220,consensus,0.74,System
FC-00752,PB-4780,WH-CENTRAL,2026-01-02,2026-01-11,2026-02-09,223,statistical,0.85,System
FC-00753,PB-4890,WH-SOUTH,2026-01-02,2026-01-11,2026-02-09,214,consensus,0.94,System
FC-00754,PB-4995,WH-EAST,2026-01-02,2026-01-11,2026-02-09,216,statistical,0.81,System
FC-00755,PB-5100,WH-WEST,2026-01-02,2026-01-11,2026-02-09,87,statistical,0.84,System
FC-00756,PB-5215,WH-SOUTH,2026-01-02,2026-01-11,2026-02-09,89,statistical,0.78,System
FC-00757,PB-5320,WH-CENTRAL,2026-01-02,2026-01-11,2026-02-09,110,statistical,0.75,System
FC-00758,PB-5430,WH-EAST,2026-01-02,2026-01-11,2026-02-09,107,statistical,0.7,System
FC-00759,PB-5540,WH-WEST,2026-01-02,2026-01-11,2026-02-09,103,consensus,0.94,System
FC-00760,PB-5650,WH-WEST,2026-01-02,2026-01-11,2026-02-09,99,statistical,0.88,System
FC-00761,PB-5760,WH-CENTRAL,2026-01-02,2026-01-11,2026-02-09,112,statistical,0.75,System
FC-00762,PB-5870,WH-CENTRAL,2026-01-02,2026-01-11,2026-02-09,76,statistical,0.87,System
FC-00763,PB-5980,WH-WEST,2026-01-02,2026-01-11,2026-02-09,100,statistical,0.78,System
FC-00764,PB-6090,WH-CENTRAL,2026-01-02,2026-01-11,2026-02-09,85,consensus,0.8,System
FC-00765,PB-6195,WH-SOUTH,2026-01-02,2026-01-11,2026-02-09,103,statistical,0.92,System
FC-00766,PB-6280,WH-SOUTH,2026-01-02,2026-01-11,2026-02-09,80,statistical,0.85,System
FC-00767,PB-6370,WH-SOUTH,2026-01-02,2026-01-11,2026-02-09,110,statistical,0.77,System
FC-00768,PB-6460,WH-WEST,2026-01-02,2026-01-11,2026-02-09,109,statistical,0.79,System
FC-00769,IF-7010,WH-WEST,2026-01-02,2026-01-11,2026-02-09,518,statistical,0.92,System
FC-00770,IF-7125,WH-SOUTH,2026-01-02,2026-01-11,2026-02-09,531,statistical,0.86,System
FC-00771,IF-7230,WH-SOUTH,2026-01-02,2026-01-11,2026-02-09,525,statistical,0.93,System
FC-00772,IF-7340,WH-CENTRAL,2026-01-02,2026-01-11,2026-02-09,244,consensus,0.81,System
FC-00773,IF-7455,WH-EAST,2026-01-02,2026-01-11,2026-02-09,223,statistical,0.87,System
FC-00774,IF-7560,WH-CENTRAL,2026-01-02,2026-01-11,2026-02-09,227,statistical,0.7,System
FC-00775,IF-7675,WH-WEST,2026-01-02,2026-01-11,2026-02-09,215,manual_override,0.78,R. Patel
FC-00776,IF-7780,WH-WEST,2026-01-02,2026-01-11,2026-02-09,220,statistical,0.79,System
FC-00777,IF-7890,WH-EAST,2026-01-02,2026-01-11,2026-02-09,241,statistical,0.84,System
FC-00778,IF-7995,WH-WEST,2026-01-02,2026-01-11,2026-02-09,225,statistical,0.75,System
