shipment_id,reference_type,reference_id,carrier_name,mode,origin_warehouse_id,destination,ship_date,estimated_arrival,actual_arrival,freight_cost,is_expedited,weight_kg,status
SHP-7909,PO,PO-2818,FastTrack Logistics,LTL,WH-SOUTH,"Houston, TX",2026-03-10,2026-03-19,2026-03-19,194.38,False,479.2,delivered
SHP-7910,SO,SO-2971,Southern Route Transport,ground,WH-WEST,"Charlotte, NC",2026-02-20,2026-02-24,2026-02-25,296.58,False,392.5,delivered
SHP-7911,PO,PO-2201,Atlas Global Freight,FTL,WH-SOUTH,"Indianapolis, IN",2026-02-17,2026-02-23,2026-02-25,150.27,False,29.3,delayed
SHP-7912,SO,SO-2876,FastTrack Logistics,ground,WH-CENTRAL,"Houston, TX",2026-03-11,2026-03-16,2026-03-16,158.98,False,310.3,delivered
SHP-7913,PO,PO-1680,Southern Route Transport,ground,WH-WEST,"Omaha, NE",2026-02-26,2026-03-02,2026-03-02,377.78,False,290.9,delivered
SHP-7914,SO,SO-6928,Pacific Coast Carriers,FTL,WH-EAST,"Omaha, NE",2026-03-04,2026-03-14,2026-03-14,145.12,False,373.8,delivered
SHP-7915,SO,SO-2517,Pacific Coast Carriers,LTL,WH-WEST,"Cleveland, OH",2026-02-18,2026-02-27,2026-02-27,312.69,False,307.8,delivered
SHP-7916,PO,PO-1578,Southern Route Transport,LTL,WH-SOUTH,"Houston, TX",2026-02-12,2026-02-22,2026-02-22,293.61,False,472.9,delivered
SHP-7917,PO,PO-1675,Continental Freight,FTL,WH-WEST,"Portland, OR",2026-02-26,2026-03-04,2026-03-04,189.64,False,200.9,delivered
SHP-7918,PO,PO-3263,Southern Route Transport,LTL,WH-SOUTH,"Portland, OR",2026-02-11,2026-02-20,2026-02-21,349.38,False,174.3,delivered
SHP-7919,PO,PO-1818,FastTrack Logistics,ground,WH-EAST,"Boston, MA",2026-02-12,2026-02-17,2026-02-17,367.43,False,22.1,delivered
SHP-7920,PO,PO-2267,Southern Route Transport,FTL,WH-EAST,"Indianapolis, IN",2026-03-11,2026-03-21,2026-03-21,286.01,False,405.4,delivered
SHP-7921,PO,PO-2897,FastTrack Logistics,LTL,WH-WEST,"Charlotte, NC",2026-02-12,2026-02-20,2026-02-20,221.75,False,444.3,delivered
SHP-7922,PO,PO-1975,Continental Freight,LTL,WH-CENTRAL,"Hartford, CT",2026-03-04,2026-03-14,2026-03-17,374.82,False,326.4,delayed
SHP-7923,SO,SO-2070,Continental Freight,FTL,WH-WEST,"Long Beach, CA",2026-02-12,2026-02-17,2026-02-17,291.3,False,79.6,delivered
SHP-7924,SO,SO-2372,Southern Route Transport,ground,WH-EAST,"Omaha, NE",2026-03-06,2026-03-16,2026-03-16,156.78,False,365.9,delivered
SHP-7925,PO,PO-3426,Atlas Global Freight,ground,WH-SOUTH,"Omaha, NE",2026-03-04,2026-03-12,2026-03-12,241.0,False,52.3,delivered
SHP-7926,SO,SO-4617,Southern Route Transport,LTL,WH-WEST,"Boston, MA",2026-03-03,2026-03-13,2026-03-13,355.42,False,132.6,delivered
SHP-7927,PO,PO-1593,FastTrack Logistics,ground,WH-CENTRAL,"Boston, MA",2026-02-12,2026-02-19,2026-02-19,199.22,False,129.7,delivered
SHP-7928,SO,SO-7016,Pacific Coast Carriers,ground,WH-WEST,"Indianapolis, IN",2026-02-24,2026-03-02,2026-03-03,131.77,False,62.4,delivered
SHP-7929,SO,SO-6923,Continental Freight,FTL,WH-EAST,"Indianapolis, IN",2026-03-11,2026-03-14,2026-03-14,328.3,False,461.5,delivered
SHP-7930,PO,PO-3352,Pacific Coast Carriers,FTL,WH-SOUTH,"Charlotte, NC",2026-03-04,2026-03-10,2026-03-10,337.94,False,144.9,delivered
SHP-7931,SO,SO-6341,Midwest Express Shipping,ground,WH-WEST,"Detroit, MI",2026-02-25,2026-03-01,2026-03-01,153.09,False,313.2,delivered
SHP-7932,SO,SO-2035,Pacific Coast Carriers,ground,WH-SOUTH,"Omaha, NE",2026-03-06,2026-03-14,2026-03-14,227.78,False,166.8,delivered
SHP-7933,SO,SO-5613,Southern Route Transport,LTL,WH-WEST,"Atlanta, GA",2026-02-25,2026-03-05,2026-03-05,140.5,False,148.1,delivered
SHP-7934,SO,SO-3879,Pacific Coast Carriers,LTL,WH-WEST,"Houston, TX",2026-02-19,2026-02-25,2026-02-25,293.82,False,259.6,delivered
SHP-7935,SO,SO-2780,FastTrack Logistics,ground,WH-CENTRAL,"Omaha, NE",2026-02-25,2026-03-03,2026-03-03,366.52,False,285.4,delivered
SHP-7936,SO,SO-6926,Atlas Global Freight,FTL,WH-SOUTH,"Charlotte, NC",2026-02-19,2026-02-26,2026-02-27,299.76,False,381.0,delivered
SHP-7937,SO,SO-5775,Continental Freight,ground,WH-WEST,"Portland, OR",2026-03-11,2026-03-21,2026-03-21,322.71,False,43.6,delivered
SHP-7938,PO,PO-2397,FastTrack Logistics,FTL,WH-SOUTH,"Hartford, CT",2026-02-20,2026-03-02,2026-03-02,328.28,False,252.2,delivered
SHP-7939,SO,SO-4166,Midwest Express Shipping,FTL,WH-CENTRAL,"Charlotte, NC",2026-03-09,2026-03-13,2026-03-13,292.12,False,103.0,delivered
SHP-7940,SO,SO-2927,FastTrack Logistics,LTL,WH-EAST,"Atlanta, GA",2026-02-18,2026-02-25,2026-02-25,220.51,False,464.1,delivered
SHP-7941,PO,PO-3607,Southern Route Transport,LTL,WH-WEST,"Hartford, CT",2026-02-10,2026-02-15,2026-02-15,232.65,False,122.5,delivered
SHP-7942,SO,SO-6290,Pacific Coast Carriers,LTL,WH-CENTRAL,"Portland, OR",2026-03-09,2026-03-12,2026-03-13,337.76,False,337.5,delivered
SHP-7943,PO,PO-2046,Continental Freight,LTL,WH-WEST,"Omaha, NE",2026-02-24,2026-02-27,2026-02-27,127.85,False,464.4,delivered
SHP-7944,SO,SO-4898,Midwest Express Shipping,ground,WH-EAST,"Houston, TX",2026-02-20,2026-02-25,2026-02-25,206.02,False,162.8,delivered
SHP-7945,PO,PO-2851,Southern Route Transport,FTL,WH-WEST,"Reno, NV",2026-03-09,2026-03-12,2026-03-11,263.32,False,159.1,delivered
SHP-7946,SO,SO-3616,Midwest Express Shipping,LTL,WH-EAST,"Hartford, CT",2026-02-27,2026-03-05,2026-03-05,197.05,False,238.4,delivered
SHP-7947,PO,PO-3565,Continental Freight,ground,WH-WEST,"Indianapolis, IN",2026-02-13,2026-02-21,2026-02-21,367.3,False,156.4,delivered
SHP-7948,PO,PO-1229,Midwest Express Shipping,ground,WH-WEST,"Charlotte, NC",2026-03-03,2026-03-10,2026-03-10,137.28,False,135.2,delivered
SHP-7949,SO,SO-2662,Midwest Express Shipping,FTL,WH-CENTRAL,"Hartford, CT",2026-02-17,2026-02-26,2026-02-26,216.45,False,265.3,delivered
SHP-7950,PO,PO-4100,Atlas Global Freight,LTL,WH-SOUTH,"Cleveland, OH",2026-02-20,2026-02-26,2026-02-26,247.94,False,203.9,delivered
SHP-7951,SO,SO-2928,FastTrack Logistics,ground,WH-SOUTH,"Charlotte, NC",2026-02-13,2026-02-19,2026-02-19,373.72,False,80.5,delivered
SHP-7952,SO,SO-5400,Southern Route Transport,FTL,WH-WEST,"Detroit, MI",2026-03-02,2026-03-10,2026-03-10,158.44,False,241.3,delivered
SHP-7953,PO,PO-3981,Midwest Express Shipping,FTL,WH-SOUTH,"Cleveland, OH",2026-02-16,2026-02-20,2026-02-20,377.03,False,192.6,delivered
SHP-7954,PO,PO-2736,Pacific Coast Carriers,ground,WH-EAST,"Omaha, NE",2026-02-20,2026-02-23,2026-02-23,230.87,False,381.5,delivered
SHP-7955,PO,PO-3550,Continental Freight,ground,WH-SOUTH,"Cleveland, OH",2026-02-19,2026-02-23,2026-02-25,340.76,False,77.5,delayed
SHP-7956,PO,PO-1291,Pacific Coast Carriers,LTL,WH-CENTRAL,"Atlanta, GA",2026-03-05,2026-03-10,2026-03-10,169.13,False,451.4,delivered
SHP-7957,SO,SO-5973,Midwest Express Shipping,LTL,WH-WEST,"Omaha, NE",2026-02-20,2026-02-26,2026-03-01,172.47,False,398.7,delayed
SHP-7958,PO,PO-1772,Midwest Express Shipping,FTL,WH-EAST,"Omaha, NE",2026-02-19,2026-02-25,2026-02-25,275.63,False,320.0,delivered
SHP-7959,PO,PO-2776,Continental Freight,ground,WH-WEST,"Cleveland, OH",2026-02-13,2026-02-18,2026-02-18,294.28,False,192.8,delivered
SHP-7960,PO,PO-1956,FastTrack Logistics,air,WH-CENTRAL,"Atlanta, GA",2026-02-19,2026-02-21,2026-02-24,445.87,True,398.2,delayed
SHP-7961,PO,PO-1287,Continental Freight,ground,WH-CENTRAL,"Long Beach, CA",2026-02-23,2026-02-27,2026-02-28,342.88,False,403.1,delivered
SHP-7962,PO,PO-1342,Pacific Coast Carriers,ground,WH-WEST,"Long Beach, CA",2026-02-25,2026-03-01,2026-03-01,205.56,False,447.1,delivered
SHP-7963,PO,PO-3872,Midwest Express Shipping,LTL,WH-WEST,"Reno, NV",2026-03-04,2026-03-13,2026-03-14,373.14,False,308.7,delivered
SHP-7964,PO,PO-2610,Southern Route Transport,ground,WH-SOUTH,"Indianapolis, IN",2026-03-05,2026-03-09,2026-03-09,283.62,False,425.1,delivered
SHP-7965,PO,PO-3112,Atlas Global Freight,LTL,WH-SOUTH,"Boston, MA",2026-02-27,2026-03-09,2026-03-09,201.03,False,31.9,delivered
SHP-7966,SO,SO-3400,Southern Route Transport,FTL,WH-EAST,"Portland, OR",2026-03-02,2026-03-05,2026-03-05,164.07,False,103.8,delivered
SHP-7967,PO,PO-1977,Pacific Coast Carriers,ground,WH-WEST,"Charlotte, NC",2026-03-11,2026-03-14,2026-03-14,373.74,False,358.9,delivered
SHP-7968,PO,PO-1246,Atlas Global Freight,ground,WH-EAST,"Detroit, MI",2026-03-09,2026-03-14,2026-03-14,334.81,False,494.7,delivered
SHP-7969,SO,SO-2067,Atlas Global Freight,ground,WH-CENTRAL,"Charlotte, NC",2026-02-24,2026-03-05,2026-03-05,256.96,False,163.1,delivered
SHP-7970,SO,SO-2003,Southern Route Transport,ground,WH-SOUTH,"Reno, NV",2026-02-18,2026-02-24,2026-02-24,195.76,False,190.1,delivered
SHP-7971,PO,PO-3815,Atlas Global Freight,ground,WH-SOUTH,"Detroit, MI",2026-03-04,2026-03-13,2026-03-13,312.38,False,476.1,delivered
SHP-7972,SO,SO-2153,Pacific Coast Carriers,FTL,WH-EAST,"Cleveland, OH",2026-02-17,2026-02-26,2026-02-26,239.17,False,488.8,delivered
SHP-7973,SO,SO-6162,Continental Freight,ground,WH-WEST,"Long Beach, CA",2026-03-09,2026-03-17,2026-03-19,326.04,False,106.2,delayed
SHP-7974,SO,SO-6567,Pacific Coast Carriers,LTL,WH-EAST,"Portland, OR",2026-02-10,2026-02-17,2026-02-17,356.7,False,62.1,delivered
SHP-7975,PO,PO-4123,FastTrack Logistics,ground,WH-CENTRAL,"Houston, TX",2026-02-10,2026-02-17,2026-02-17,306.79,False,416.1,delivered
SHP-7976,PO,PO-3459,FastTrack Logistics,FTL,WH-SOUTH,"Omaha, NE",2026-02-27,2026-03-07,2026-03-08,370.53,False,215.0,delivered
SHP-7977,SO,SO-5658,Pacific Coast Carriers,ground,WH-EAST,"Houston, TX",2026-03-10,2026-03-14,2026-03-14,318.48,False,177.9,delivered
SHP-7978,PO,PO-3747,Continental Freight,ground,WH-WEST,"Boston, MA",2026-03-09,2026-03-19,2026-03-19,164.43,False,315.7,delivered
SHP-7979,SO,SO-7076,Southern Route Transport,FTL,WH-SOUTH,"Long Beach, CA",2026-03-02,2026-03-11,2026-03-11,368.55,False,343.6,delivered
SHP-7980,PO,PO-3416,Continental Freight,ground,WH-CENTRAL,"Omaha, NE",2026-03-06,2026-03-13,2026-03-15,315.71,False,337.5,delayed
SHP-7981,SO,SO-4972,Southern Route Transport,ground,WH-WEST,"Cleveland, OH",2026-02-11,2026-02-18,2026-02-18,309.67,False,123.4,delivered
SHP-7982,SO,SO-3338,Atlas Global Freight,ground,WH-SOUTH,"Detroit, MI",2026-03-09,2026-03-14,2026-03-14,154.39,False,57.0,delivered
SHP-7983,SO,SO-2857,Pacific Coast Carriers,LTL,WH-CENTRAL,"Long Beach, CA",2026-03-03,2026-03-08,2026-03-09,198.68,False,124.3,delivered
SHP-7984,SO,SO-2923,Pacific Coast Carriers,ground,WH-SOUTH,"Detroit, MI",2026-03-10,2026-03-17,2026-03-17,353.32,False,460.3,delivered
SHP-7985,PO,PO-1863,Continental Freight,ground,WH-WEST,"Reno, NV",2026-02-27,2026-03-03,2026-03-03,143.82,False,329.8,delivered
SHP-7986,SO,SO-5556,Pacific Coast Carriers,LTL,WH-WEST,"Boston, MA",2026-02-12,2026-02-21,2026-02-21,197.51,False,50.9,delivered
SHP-7987,SO,SO-3205,Midwest Express Shipping,FTL,WH-CENTRAL,"Boston, MA",2026-02-12,2026-02-16,2026-02-16,341.08,False,35.0,delivered
SHP-7988,PO,PO-2732,Pacific Coast Carriers,LTL,WH-EAST,"Detroit, MI",2026-02-24,2026-02-28,2026-02-28,290.8,False,218.8,delivered
SHP-7989,PO,PO-4143,Southern Route Transport,LTL,WH-EAST,"Hartford, CT",2026-02-20,2026-03-02,2026-03-02,120.45,False,460.8,delivered
SHP-7990,SO,SO-6847,Atlas Global Freight,ground,WH-WEST,"Detroit, MI",2026-02-24,2026-02-28,2026-02-28,181.56,False,354.0,delivered
SHP-7991,SO,SO-2058,Pacific Coast Carriers,FTL,WH-CENTRAL,"Portland, OR",2026-02-24,2026-02-28,2026-03-03,208.04,False,57.9,delayed
SHP-7992,PO,PO-1049,Continental Freight,FTL,WH-CENTRAL,"Houston, TX",2026-02-12,2026-02-19,2026-02-19,204.75,False,467.7,delivered
SHP-7993,SO,SO-6754,Atlas Global Freight,LTL,WH-SOUTH,"Atlanta, GA",2026-02-25,2026-03-06,2026-03-07,346.67,False,272.3,delivered
SHP-7994,SO,SO-7151,FastTrack Logistics,air,WH-WEST,"Portland, OR",2026-03-11,2026-03-14,2026-03-14,450.67,True,14.3,delivered
SHP-7995,SO,SO-4280,FastTrack Logistics,LTL,WH-WEST,"Detroit, MI",2026-02-26,2026-03-04,2026-03-04,323.91,False,380.7,delivered
SHP-7996,SO,SO-6636,Southern Route Transport,LTL,WH-SOUTH,"Cleveland, OH",2026-03-02,2026-03-05,2026-03-07,255.9,False,357.1,delayed
SHP-7997,SO,SO-4289,Continental Freight,FTL,WH-EAST,"Indianapolis, IN",2026-02-20,2026-03-01,2026-03-01,143.31,False,295.2,delivered
SHP-7998,PO,PO-3795,Continental Freight,FTL,WH-CENTRAL,"Indianapolis, IN",2026-03-05,2026-03-08,2026-03-08,151.57,False,368.9,delivered
SHP-7999,PO,PO-2847,Continental Freight,ground,WH-WEST,"Long Beach, CA",2026-02-23,2026-03-01,2026-03-04,252.21,False,76.5,delayed
SHP-8000,SO,SO-6210,Southern Route Transport,ground,WH-SOUTH,"Omaha, NE",2026-02-13,2026-02-18,2026-02-18,255.06,False,177.6,delivered
SHP-8001,PO,PO-3222,Atlas Global Freight,ground,WH-EAST,"Hartford, CT",2026-02-26,2026-03-08,2026-03-08,324.19,False,194.6,delivered
SHP-8002,SO,SO-5244,Pacific Coast Carriers,LTL,WH-WEST,"Houston, TX",2026-02-19,2026-02-27,2026-03-02,217.34,False,87.6,delayed
SHP-8003,SO,SO-4571,Pacific Coast Carriers,LTL,WH-WEST,"Boston, MA",2026-02-11,2026-02-15,2026-02-15,278.55,False,113.2,delivered
SHP-8004,SO,SO-5312,Pacific Coast Carriers,ground,WH-SOUTH,"Charlotte, NC",2026-02-11,2026-02-18,2026-02-18,240.39,False,226.7,delivered
SHP-8005,SO,SO-3932,Pacific Coast Carriers,ground,WH-WEST,"Cleveland, OH",2026-02-10,2026-02-13,2026-02-14,327.22,False,52.3,delivered
SHP-8006,SO,SO-3981,Pacific Coast Carriers,ground,WH-SOUTH,"Portland, OR",2026-02-23,2026-03-03,2026-03-03,373.23,False,473.7,delivered
SHP-8007,PO,PO-2581,Atlas Global Freight,ground,WH-CENTRAL,"Indianapolis, IN",2026-02-19,2026-02-23,2026-02-23,339.72,False,292.8,delivered
SHP-8008,SO,SO-3435,Southern Route Transport,ground,WH-SOUTH,"Omaha, NE",2026-02-16,2026-02-26,2026-02-26,196.95,False,283.3,delivered
SHP-8009,SO,SO-6326,Continental Freight,FTL,WH-EAST,"Indianapolis, IN",2026-02-23,2026-02-26,2026-02-26,230.0,False,398.8,delivered
SHP-8010,SO,SO-2036,Midwest Express Shipping,FTL,WH-WEST,"Indianapolis, IN",2026-02-20,2026-02-27,2026-02-27,305.78,False,209.9,delivered
SHP-8011,SO,SO-4473,Midwest Express Shipping,LTL,WH-CENTRAL,"Indianapolis, IN",2026-02-12,2026-02-17,2026-02-17,296.74,False,211.1,delivered
SHP-8012,PO,PO-2754,Southern Route Transport,ground,WH-EAST,"Boston, MA",2026-03-05,2026-03-14,2026-03-14,213.49,False,408.2,delivered
SHP-8013,PO,PO-1662,Midwest Express Shipping,LTL,WH-CENTRAL,"Charlotte, NC",2026-02-24,2026-03-01,2026-03-01,312.04,False,38.1,delivered
SHP-8014,PO,PO-4103,Pacific Coast Carriers,ground,WH-SOUTH,"Hartford, CT",2026-03-03,2026-03-11,2026-03-11,315.52,False,258.4,delivered
SHP-8015,SO,SO-6732,FastTrack Logistics,LTL,WH-EAST,"Houston, TX",2026-02-23,2026-03-03,2026-03-04,138.97,False,454.1,delivered
SHP-8016,SO,SO-3675,FastTrack Logistics,ground,WH-CENTRAL,"Long Beach, CA",2026-02-25,2026-03-03,2026-03-04,199.96,False,31.7,delivered
SHP-8017,SO,SO-5784,FastTrack Logistics,ground,WH-SOUTH,"Omaha, NE",2026-03-02,2026-03-12,2026-03-14,268.51,False,260.5,delayed
SHP-8018,PO,PO-3283,FastTrack Logistics,FTL,WH-CENTRAL,"Houston, TX",2026-03-03,2026-03-12,2026-03-12,216.29,False,314.3,delivered
SHP-8019,SO,SO-4824,Pacific Coast Carriers,LTL,WH-SOUTH,"Houston, TX",2026-03-02,2026-03-06,2026-03-06,337.83,False,468.5,delivered
SHP-8020,PO,PO-2379,Midwest Express Shipping,LTL,WH-SOUTH,"Detroit, MI",2026-02-25,2026-03-04,2026-03-05,358.31,False,201.7,delivered
SHP-8021,PO,PO-3205,Atlas Global Freight,LTL,WH-WEST,"Cleveland, OH",2026-02-18,2026-02-27,2026-02-27,301.55,False,428.2,delivered
SHP-8022,SO,SO-2135,Pacific Coast Carriers,ground,WH-SOUTH,"Boston, MA",2026-02-11,2026-02-16,2026-02-17,184.92,False,67.6,delivered
SHP-8023,PO,PO-1871,Midwest Express Shipping,LTL,WH-EAST,"Cleveland, OH",2026-02-18,2026-02-21,2026-02-21,371.8,False,358.0,delivered
SHP-8024,SO,SO-6940,FastTrack Logistics,LTL,WH-CENTRAL,"Charlotte, NC",2026-02-26,2026-03-07,2026-03-07,158.17,False,430.7,delivered
SHP-8025,PO,PO-1159,Continental Freight,LTL,WH-EAST,"Hartford, CT",2026-02-16,2026-02-26,2026-02-26,330.22,False,419.8,delivered
SHP-8026,SO,SO-4085,Atlas Global Freight,LTL,WH-EAST,"Reno, NV",2026-03-11,2026-03-18,2026-03-18,287.82,False,464.2,delivered
SHP-8027,PO,PO-1460,Atlas Global Freight,FTL,WH-WEST,"Boston, MA",2026-02-27,2026-03-09,2026-03-09,148.66,False,408.2,delivered
SHP-8028,SO,SO-6813,FastTrack Logistics,air,WH-SOUTH,"Omaha, NE",2026-03-05,2026-03-08,2026-03-08,543.95,True,212.2,delivered
SHP-8029,PO,PO-1864,FastTrack Logistics,LTL,WH-WEST,"Atlanta, GA",2026-03-06,2026-03-09,2026-03-09,361.07,False,389.4,delivered
SHP-8030,PO,PO-3053,Continental Freight,ground,WH-SOUTH,"Boston, MA",2026-03-05,2026-03-11,2026-03-11,142.9,False,347.9,delivered
SHP-8031,SO,SO-2941,FastTrack Logistics,LTL,WH-SOUTH,"Charlotte, NC",2026-02-11,2026-02-18,2026-02-18,330.43,False,356.8,delivered
SHP-8032,SO,SO-6173,Southern Route Transport,ground,WH-WEST,"Cleveland, OH",2026-02-18,2026-02-22,2026-02-24,231.92,False,202.8,delayed
SHP-8033,SO,SO-7006,Pacific Coast Carriers,ground,WH-SOUTH,"Reno, NV",2026-02-10,2026-02-20,2026-02-20,315.08,False,368.1,delivered
SHP-8034,SO,SO-3748,Midwest Express Shipping,ground,WH-WEST,"Indianapolis, IN",2026-03-11,2026-03-18,2026-03-20,267.12,False,50.5,delayed
SHP-8035,SO,SO-4183,Midwest Express Shipping,FTL,WH-WEST,"Houston, TX",2026-03-05,2026-03-11,2026-03-11,333.53,False,210.9,delivered
SHP-8036,PO,PO-3283,Atlas Global Freight,FTL,WH-SOUTH,"Boston, MA",2026-02-27,2026-03-02,2026-03-02,276.21,False,25.3,delivered
SHP-8037,SO,SO-7136,FastTrack Logistics,FTL,WH-SOUTH,"Charlotte, NC",2026-03-06,2026-03-16,2026-03-16,319.73,False,174.4,delivered
SHP-8038,PO,PO-2699,FastTrack Logistics,ground,WH-SOUTH,"Atlanta, GA",2026-02-13,2026-02-22,2026-02-22,374.84,False,390.1,delivered
SHP-8039,SO,SO-4704,Continental Freight,FTL,WH-WEST,"Portland, OR",2026-02-16,2026-02-19,2026-02-20,255.67,False,386.2,delivered
SHP-8040,PO,PO-2114,Southern Route Transport,LTL,WH-WEST,"Boston, MA",2026-02-13,2026-02-18,2026-02-19,301.7,False,63.4,delivered
SHP-8041,PO,PO-3833,FastTrack Logistics,FTL,WH-SOUTH,"Detroit, MI",2026-02-26,2026-03-06,2026-03-08,266.33,False,423.1,delayed
SHP-8042,SO,SO-3858,Continental Freight,ground,WH-WEST,"Boston, MA",2026-02-11,2026-02-15,2026-02-14,262.99,False,114.5,delivered
SHP-8043,PO,PO-1780,Southern Route Transport,LTL,WH-SOUTH,"Cleveland, OH",2026-02-25,2026-03-04,2026-03-04,182.38,False,406.3,delivered
SHP-8044,SO,SO-5531,Atlas Global Freight,LTL,WH-WEST,"Houston, TX",2026-02-11,2026-02-16,2026-02-19,199.57,False,320.2,delayed
SHP-8045,PO,PO-4107,FastTrack Logistics,LTL,WH-CENTRAL,"Portland, OR",2026-03-09,2026-03-15,2026-03-15,189.96,False,112.0,delivered
SHP-8046,PO,PO-3205,Southern Route Transport,ground,WH-EAST,"Boston, MA",2026-03-11,2026-03-16,2026-03-16,168.63,False,59.2,delivered
SHP-8047,SO,SO-2020,Atlas Global Freight,LTL,WH-CENTRAL,"Charlotte, NC",2026-02-19,2026-02-22,2026-02-22,256.96,False,258.0,delivered
SHP-8048,SO,SO-5275,Southern Route Transport,ground,WH-SOUTH,"Long Beach, CA",2026-02-24,2026-03-01,2026-03-01,314.31,False,298.2,delivered
SHP-8049,PO,PO-3585,Pacific Coast Carriers,FTL,WH-CENTRAL,"Hartford, CT",2026-03-11,2026-03-16,2026-03-16,275.94,False,77.6,delivered
SHP-8050,PO,PO-4039,Continental Freight,ground,WH-CENTRAL,"Atlanta, GA",2026-03-05,2026-03-09,2026-03-10,356.22,False,247.6,delivered
SHP-8051,PO,PO-1367,Continental Freight,ground,WH-EAST,"Cleveland, OH",2026-03-09,2026-03-14,2026-03-16,191.85,False,100.4,delayed
SHP-8052,SO,SO-3344,Pacific Coast Carriers,LTL,WH-EAST,"Charlotte, NC",2026-03-03,2026-03-07,2026-03-07,246.02,False,122.0,delivered
SHP-8053,PO,PO-3390,FastTrack Logistics,ground,WH-SOUTH,"Reno, NV",2026-02-13,2026-02-20,2026-02-20,318.46,False,205.1,delivered
SHP-8054,PO,PO-3123,Continental Freight,FTL,WH-CENTRAL,"Charlotte, NC",2026-02-19,2026-02-24,2026-02-24,309.19,False,44.2,delivered
SHP-8055,PO,PO-2657,FastTrack Logistics,air,WH-SOUTH,"Long Beach, CA",2026-03-11,2026-03-14,2026-03-14,759.61,True,34.8,delivered
SHP-8056,SO,SO-4942,FastTrack Logistics,air,WH-EAST,"Detroit, MI",2026-02-13,2026-02-14,2026-02-14,461.68,True,398.8,delivered
SHP-8057,SO,SO-3054,Pacific Coast Carriers,ground,WH-SOUTH,"Charlotte, NC",2026-03-10,2026-03-19,2026-03-19,369.16,False,494.0,delivered
SHP-8058,SO,SO-3940,Midwest Express Shipping,ground,WH-EAST,"Houston, TX",2026-02-20,2026-03-02,2026-03-01,247.22,False,296.0,delivered
SHP-8059,PO,PO-3788,FastTrack Logistics,air,WH-WEST,"Omaha, NE",2026-02-17,2026-02-19,2026-02-19,780.6,True,293.2,delivered
SHP-8060,PO,PO-1644,FastTrack Logistics,ground,WH-WEST,"Cleveland, OH",2026-02-16,2026-02-21,2026-02-21,343.46,False,480.0,delivered
SHP-8061,SO,SO-4451,FastTrack Logistics,air,WH-SOUTH,"Portland, OR",2026-03-05,2026-03-08,2026-03-07,1028.07,True,357.0,delivered
SHP-8062,PO,PO-1789,Southern Route Transport,LTL,WH-SOUTH,"Boston, MA",2026-02-25,2026-03-02,2026-03-02,211.93,False,371.7,delivered
SHP-8063,PO,PO-3290,Pacific Coast Carriers,ground,WH-CENTRAL,"Atlanta, GA",2026-03-09,2026-03-17,2026-03-18,249.71,False,282.1,delivered
SHP-8064,SO,SO-7122,Pacific Coast Carriers,ground,WH-WEST,"Indianapolis, IN",2026-02-20,2026-02-25,2026-02-25,147.13,False,194.1,delivered
SHP-8065,PO,PO-1166,Continental Freight,ground,WH-CENTRAL,"Houston, TX",2026-02-23,2026-03-01,2026-03-03,163.43,False,359.1,delayed
SHP-8066,PO,PO-1635,Southern Route Transport,LTL,WH-EAST,"Portland, OR",2026-03-02,2026-03-08,2026-03-08,186.77,False,391.3,delivered
SHP-8067,PO,PO-2346,Southern Route Transport,FTL,WH-EAST,"Boston, MA",2026-03-11,2026-03-14,2026-03-14,316.42,False,249.5,delivered
SHP-8068,SO,SO-4223,FastTrack Logistics,LTL,WH-WEST,"Houston, TX",2026-02-10,2026-02-13,2026-02-13,192.57,False,248.6,delivered
SHP-8069,SO,SO-5075,Southern Route Transport,ground,WH-WEST,"Cleveland, OH",2026-03-09,2026-03-13,2026-03-13,305.49,False,316.2,delivered
SHP-8070,SO,SO-4996,Atlas Global Freight,FTL,WH-EAST,"Cleveland, OH",2026-03-02,2026-03-08,2026-03-08,260.58,False,301.4,delivered
SHP-8071,PO,PO-2182,Atlas Global Freight,ground,WH-CENTRAL,"Charlotte, NC",2026-03-10,2026-03-15,2026-03-15,123.09,False,333.2,delivered
SHP-8072,SO,SO-2802,Atlas Global Freight,FTL,WH-SOUTH,"Atlanta, GA",2026-03-02,2026-03-10,2026-03-12,290.92,False,473.3,delayed
SHP-8073,SO,SO-4278,Southern Route Transport,LTL,WH-SOUTH,"Hartford, CT",2026-02-13,2026-02-21,2026-02-21,377.39,False,220.7,delivered
SHP-8074,SO,SO-4110,Continental Freight,ground,WH-CENTRAL,"Long Beach, CA",2026-03-05,2026-03-12,2026-03-12,294.18,False,82.7,delivered
SHP-8075,PO,PO-2611,Midwest Express Shipping,ground,WH-EAST,"Charlotte, NC",2026-03-04,2026-03-12,2026-03-12,130.77,False,212.8,delivered
SHP-8076,SO,SO-4974,Midwest Express Shipping,ground,WH-EAST,"Detroit, MI",2026-03-04,2026-03-13,2026-03-13,145.56,False,287.7,delivered
SHP-8077,SO,SO-4880,FastTrack Logistics,FTL,WH-EAST,"Omaha, NE",2026-03-03,2026-03-13,2026-03-13,339.21,False,62.7,delivered
SHP-8078,SO,SO-5686,FastTrack Logistics,air,WH-WEST,"Houston, TX",2026-03-02,2026-03-03,2026-03-03,462.52,True,379.3,delivered
