invoice_id,shipment_id,carrier_name,invoice_date,base_rate,fuel_surcharge,accessorial_charges,total_invoiced,contracted_rate,variance_amount,dispute_flag
INV-10701,SHP-7634,Southern Route Transport,2026-01-14,256.54,21.89,0,278.43,262.43,16.0,False
INV-10702,SHP-7635,Midwest Express Shipping,2026-01-30,268.0,22.71,10.12,300.83,273.18,27.65,False
INV-10703,SHP-7636,Continental Freight,2026-02-05,166.16,13.29,0,179.45,178.76,0.69,False
INV-10704,SHP-7637,FastTrack Logistics,2026-02-04,121.78,8.21,0,129.99,126.81,3.18,False
INV-10705,SHP-7638,Atlas Global Freight,2026-01-26,150.65,10.14,0,160.79,159.63,1.16,False
INV-10706,SHP-7639,Southern Route Transport,2026-01-27,345.68,22.94,0,368.62,367.38,1.24,False
INV-10707,SHP-7640,FastTrack Logistics,2026-01-30,203.67,12.91,0,216.58,211.29,5.29,False
INV-10708,SHP-7641,Midwest Express Shipping,2026-02-05,123.22,11.07,0,134.29,131.1,3.19,False
INV-10709,SHP-7642,FastTrack Logistics,2026-01-14,311.22,24.31,0,335.53,336.06,-0.53,False
INV-10710,SHP-7643,Pacific Coast Carriers,2026-01-22,247.14,16.62,0,263.76,253.99,9.77,False
INV-10711,SHP-7644,Atlas Global Freight,2026-01-29,143.93,11.4,0,155.33,148.79,6.54,False
INV-10712,SHP-7645,FastTrack Logistics,2026-01-13,156.72,12.4,0,169.12,166.58,2.54,False
INV-10713,SHP-7646,Continental Freight,2026-01-16,153.84,12.31,0,166.15,159.34,6.81,False
INV-10714,SHP-7647,Pacific Coast Carriers,2026-02-03,173.89,11.37,0,185.26,174.05,11.21,False
INV-10715,SHP-7648,Atlas Global Freight,2026-01-23,240.46,22.32,0,262.78,251.18,11.6,False
INV-10716,SHP-7649,Pacific Coast Carriers,2026-01-28,200.05,12.19,0,212.24,207.3,4.94,False
INV-10717,SHP-7650,Midwest Express Shipping,2026-01-20,145.68,11.91,0,157.59,151.26,6.33,False
INV-10718,SHP-7651,Southern Route Transport,2026-01-23,151.85,9.81,26.94,188.6,156.71,31.89,False
INV-10719,SHP-7652,Continental Freight,2026-01-15,130.23,10.42,0,140.65,140.64,0.01,False
INV-10720,SHP-7653,Pacific Coast Carriers,2026-01-20,330.95,25.82,0,356.77,350.29,6.48,False
INV-10721,SHP-7654,Continental Freight,2026-02-09,134.39,10.75,0,145.14,141.47,3.67,False
INV-10722,SHP-7655,Southern Route Transport,2026-02-04,129.4,8.66,21.94,160.0,133.3,26.7,False
INV-10723,SHP-7656,Continental Freight,2026-01-13,152.75,12.22,0,164.97,160.83,4.14,False
INV-10724,SHP-7657,Pacific Coast Carriers,2026-01-19,292.3,20.98,0,313.28,308.7,4.58,False
INV-10725,SHP-7658,Atlas Global Freight,2026-02-06,200.21,19.63,0,219.84,202.04,17.8,False
INV-10726,SHP-7659,Atlas Global Freight,2026-01-30,319.56,29.7,0,349.26,330.86,18.4,False
INV-10727,SHP-7660,Atlas Global Freight,2026-01-23,244.49,21.39,0,265.88,245.42,20.46,False
INV-10728,SHP-7661,Atlas Global Freight,2026-01-29,158.58,13.43,0,172.01,166.36,5.65,False
INV-10729,SHP-7662,Atlas Global Freight,2026-01-27,240.65,14.47,0,255.12,247.4,7.72,False
INV-10730,SHP-7663,Midwest Express Shipping,2026-01-29,348.32,29.13,0,377.45,373.15,4.3,False
INV-10731,SHP-7664,Pacific Coast Carriers,2026-01-27,142.99,12.36,26.74,182.09,152.45,29.64,False
INV-10732,SHP-7665,FastTrack Logistics,2026-02-02,284.0,24.35,0,308.35,284.52,23.83,False
INV-10733,SHP-7666,Pacific Coast Carriers,2026-01-26,130.59,10.74,0,141.33,135.74,5.59,False
INV-10734,SHP-7667,Southern Route Transport,2026-01-20,312.02,24.7,0,336.72,336.53,0.19,False
INV-10735,SHP-7668,Atlas Global Freight,2026-02-03,291.58,19.71,39.13,350.42,307.6,42.82,False
INV-10736,SHP-7669,FastTrack Logistics,2026-01-26,127.03,10.63,11.49,149.15,131.05,18.1,False
INV-10737,SHP-7670,Atlas Global Freight,2026-02-02,306.81,20.9,13.0,340.71,323.97,16.74,False
INV-10738,SHP-7671,FastTrack Logistics,2026-02-06,218.5,14.1,26.99,259.59,219.43,40.16,False
INV-10739,SHP-7672,Southern Route Transport,2026-01-28,130.76,12.33,0,143.09,131.01,12.08,False
INV-10740,SHP-7673,Continental Freight,2026-01-30,307.11,24.57,0,331.68,307.52,24.16,False
INV-10741,SHP-7674,Pacific Coast Carriers,2026-02-09,171.47,16.87,0,188.34,175.52,12.82,False
INV-10742,SHP-7675,Southern Route Transport,2026-01-20,126.41,10.86,0,137.27,134.06,3.21,False
INV-10743,SHP-7676,Atlas Global Freight,2026-02-02,222.59,18.47,0,241.06,229.33,11.73,False
INV-10744,SHP-7677,Atlas Global Freight,2026-01-23,137.15,13.24,0,150.39,141.35,9.04,False
INV-10745,SHP-7678,FastTrack Logistics,2026-01-14,215.15,16.39,0,231.54,219.48,12.06,False
INV-10746,SHP-7679,Continental Freight,2026-01-16,165.98,13.28,0,179.26,168.01,11.25,False
INV-10747,SHP-7680,Atlas Global Freight,2026-01-29,128.62,8.7,0,137.32,132.32,5.0,False
INV-10748,SHP-7681,Southern Route Transport,2026-01-14,223.75,18.81,33.06,275.62,233.44,42.18,False
INV-10749,SHP-7682,FastTrack Logistics,2026-02-06,346.56,30.95,15.08,392.59,369.17,23.42,False
INV-10750,SHP-7683,Pacific Coast Carriers,2026-02-04,189.2,12.33,0,201.53,202.19,-0.66,False
INV-10751,SHP-7684,Pacific Coast Carriers,2026-02-03,121.37,8.87,26.11,156.35,124.46,31.89,True
INV-10752,SHP-7685,Continental Freight,2026-01-30,126.62,10.13,0,136.75,134.56,2.19,False
INV-10753,SHP-7686,Continental Freight,2026-01-23,236.71,18.94,0,255.65,237.17,18.48,False
INV-10754,SHP-7687,Pacific Coast Carriers,2026-01-21,241.91,21.54,0,263.45,247.1,16.35,False
INV-10755,SHP-7688,Pacific Coast Carriers,2026-01-30,309.21,23.03,0,332.24,310.98,21.26,False
INV-10756,SHP-7689,Southern Route Transport,2026-02-09,144.12,11.57,0,155.69,150.69,5.0,False
INV-10757,SHP-7690,FastTrack Logistics,2026-01-22,174.68,16.02,8.55,199.25,186.39,12.86,False
INV-10758,SHP-7691,Atlas Global Freight,2026-01-13,227.89,15.05,0,242.94,235.57,7.37,False
INV-10759,SHP-7692,Southern Route Transport,2026-01-14,132.69,9.17,3.73,145.59,139.04,6.55,False
INV-10760,SHP-7693,FastTrack Logistics,2026-01-22,309.85,27.56,0,337.41,323.68,13.73,False
INV-10761,SHP-7694,Midwest Express Shipping,2026-01-30,140.72,12.11,0,152.83,144.97,7.86,False
INV-10762,SHP-7695,Midwest Express Shipping,2026-01-16,225.39,18.76,0,244.15,234.54,9.61,False
INV-10763,SHP-7696,FastTrack Logistics,2026-01-16,140.47,11.17,0,151.64,145.95,5.69,False
INV-10764,SHP-7697,Southern Route Transport,2026-01-14,156.69,12.7,0,169.39,160.35,9.04,False
INV-10765,SHP-7698,Southern Route Transport,2026-02-05,261.77,22.15,0,283.92,273.82,10.1,False
INV-10766,SHP-7699,Atlas Global Freight,2026-01-28,336.21,33.41,35.66,405.28,359.3,45.98,False
INV-10767,SHP-7700,Midwest Express Shipping,2026-01-26,267.91,24.01,0,291.92,278.03,13.89,False
INV-10768,SHP-7701,Midwest Express Shipping,2026-01-12,133.81,8.84,0,142.65,140.59,2.06,False
INV-10769,SHP-7702,Midwest Express Shipping,2026-02-02,289.82,19.44,0,309.26,291.85,17.41,False
INV-10770,SHP-7703,FastTrack Logistics,2026-01-16,296.4,29.25,0,325.65,711.36,-385.71,False
INV-10771,SHP-7704,Southern Route Transport,2026-02-02,346.22,29.75,0,375.97,371.11,4.86,False
INV-10772,SHP-7705,Continental Freight,2026-01-21,203.64,16.29,0,219.93,218.95,0.98,False
INV-10773,SHP-7706,Pacific Coast Carriers,2026-01-20,230.46,17.42,0,247.88,241.27,6.61,False
INV-10774,SHP-7707,Pacific Coast Carriers,2026-02-03,209.53,19.91,0,229.44,213.57,15.87,False
INV-10775,SHP-7708,Pacific Coast Carriers,2026-01-26,331.05,27.15,0,358.2,340.59,17.61,False
INV-10776,SHP-7709,Atlas Global Freight,2026-01-13,191.01,16.22,8.67,215.9,194.51,21.39,False
INV-10777,SHP-7710,Continental Freight,2026-01-15,282.86,22.63,0,305.49,294.85,10.64,False
INV-10778,SHP-7711,FastTrack Logistics,2026-01-26,190.14,16.46,28.14,234.74,190.16,44.58,False
INV-10779,SHP-7712,Pacific Coast Carriers,2026-01-30,278.1,27.63,0,305.73,294.5,11.23,False
INV-10780,SHP-7713,Southern Route Transport,2026-01-15,158.26,10.47,32.12,200.85,161.88,38.97,False
INV-10781,SHP-7714,Atlas Global Freight,2026-01-19,203.52,12.84,10.1,226.46,208.36,18.1,False
INV-10782,SHP-7715,Continental Freight,2026-01-15,237.57,19.01,0,256.58,238.24,18.34,False
INV-10783,SHP-7716,Continental Freight,2026-01-26,198.88,15.91,0,214.79,207.92,6.87,False
INV-10784,SHP-7717,FastTrack Logistics,2026-01-21,149.43,10.18,24.1,183.71,151.8,31.91,False
INV-10785,SHP-7718,Continental Freight,2026-01-29,197.61,15.81,44.51,257.93,198.92,59.01,False
INV-10786,SHP-7719,Continental Freight,2026-01-21,189.34,15.15,0,204.49,192.81,11.68,False
INV-10787,SHP-7720,Atlas Global Freight,2026-01-16,313.46,19.57,24.31,357.34,325.9,31.44,False
INV-10788,SHP-7721,Continental Freight,2026-01-20,223.28,17.86,30.82,271.96,225.53,46.43,False
INV-10789,SHP-7722,Southern Route Transport,2026-02-04,132.41,10.37,0,142.78,142.91,-0.13,False
INV-10790,SHP-7723,Continental Freight,2026-01-27,314.78,25.18,0,339.96,334.23,5.73,False
INV-10791,SHP-7724,Atlas Global Freight,2026-01-19,214.27,19.45,0,233.72,221.28,12.44,False
INV-10792,SHP-7725,FastTrack Logistics,2026-01-13,165.59,12.88,0,178.47,174.84,3.63,False
INV-10793,SHP-7726,Southern Route Transport,2026-02-06,288.11,23.44,0,311.55,299.53,12.02,False
INV-10794,SHP-7727,Continental Freight,2026-01-21,122.87,9.83,0,132.7,127.09,5.61,False
INV-10795,SHP-7728,Midwest Express Shipping,2026-01-19,164.73,14.41,0,179.14,168.32,10.82,False
INV-10796,SHP-7729,Continental Freight,2026-02-06,284.82,22.79,0,307.61,304.17,3.44,False
INV-10797,SHP-7730,Midwest Express Shipping,2026-01-29,132.77,9.65,0,142.42,138.88,3.54,False
INV-10798,SHP-7731,Southern Route Transport,2026-02-02,261.71,26.02,0,287.73,276.83,10.9,False
INV-10799,SHP-7732,Southern Route Transport,2026-01-29,215.13,17.99,5.17,238.29,228.79,9.5,False
INV-10800,SHP-7733,Atlas Global Freight,2026-01-29,341.09,23.59,0,364.68,345.98,18.7,False
INV-10801,SHP-7734,FastTrack Logistics,2026-01-19,216.57,16.23,0,232.8,232.27,0.53,False
INV-10802,SHP-7735,Atlas Global Freight,2026-01-29,300.63,22.4,0,323.03,306.57,16.46,False
INV-10803,SHP-7736,FastTrack Logistics,2026-01-27,218.64,17.06,18.76,254.46,223.17,31.29,False
INV-10804,SHP-7737,Pacific Coast Carriers,2026-01-30,133.54,8.89,0.7,143.13,139.59,3.54,False
INV-10805,SHP-7738,Continental Freight,2026-01-28,301.71,24.14,0,325.85,317.29,8.56,False
INV-10806,SHP-7739,Continental Freight,2026-01-12,220.48,17.64,1.56,239.68,237.18,2.5,False
INV-10807,SHP-7740,Southern Route Transport,2026-02-03,148.05,13.64,7.56,169.25,152.12,17.13,False
INV-10808,SHP-7741,Southern Route Transport,2026-01-16,246.94,21.07,5.45,273.46,263.17,10.29,False
INV-10809,SHP-7742,Pacific Coast Carriers,2026-01-13,259.37,15.6,0,274.97,270.32,4.65,False
INV-10810,SHP-7743,FastTrack Logistics,2026-01-29,170.14,16.57,25.25,211.96,181.96,30.0,False
INV-10811,SHP-7744,Continental Freight,2026-01-29,196.04,15.68,37.8,249.52,203.7,45.82,False
INV-10812,SHP-7745,Pacific Coast Carriers,2026-01-30,231.07,14.02,0,245.09,242.41,2.68,False
INV-10813,SHP-7746,Pacific Coast Carriers,2026-01-14,301.09,24.45,0,325.54,319.19,6.35,False
INV-10814,SHP-7747,Continental Freight,2026-01-26,173.62,13.89,0,187.51,186.89,0.62,False
INV-10815,SHP-7748,Continental Freight,2026-01-16,150.35,12.03,0,162.38,159.7,2.68,False
INV-10816,SHP-7749,Southern Route Transport,2026-01-16,205.3,13.02,0,218.32,209.64,8.68,False
INV-10817,SHP-7750,FastTrack Logistics,2026-02-06,133.99,10.83,0,144.82,144.69,0.13,False
INV-10818,SHP-7751,FastTrack Logistics,2026-01-30,417.09,30.14,0,447.23,1001.02,-553.79,False
INV-10819,SHP-7752,FastTrack Logistics,2026-01-12,337.99,30.52,0,368.51,360.47,8.04,False
INV-10820,SHP-7753,Pacific Coast Carriers,2026-01-15,210.71,12.76,0,223.47,213.21,10.26,False
INV-10821,SHP-7754,Atlas Global Freight,2026-01-27,134.33,9.05,0,143.38,135.13,8.25,False
INV-10822,SHP-7755,Southern Route Transport,2026-02-05,230.87,16.24,0,247.11,241.92,5.19,False
INV-10823,SHP-7756,Pacific Coast Carriers,2026-01-27,154.57,11.56,0,166.13,162.15,3.98,False
INV-10824,SHP-7757,Atlas Global Freight,2026-02-04,307.09,21.33,44.48,372.9,312.87,60.03,False
INV-10825,SHP-7758,Atlas Global Freight,2026-01-30,291.59,22.01,0,313.6,296.24,17.36,False
INV-10826,SHP-7759,FastTrack Logistics,2026-02-02,175.43,11.4,29.74,216.57,183.45,33.12,False
INV-10827,SHP-7760,Midwest Express Shipping,2026-02-03,316.28,24.28,0,340.56,338.06,2.5,False
INV-10828,SHP-7761,Continental Freight,2026-01-26,341.2,27.3,12.28,380.78,365.16,15.62,False
INV-10829,SHP-7762,Pacific Coast Carriers,2026-01-15,184.89,11.89,6.19,202.97,188.56,14.41,False
INV-10830,SHP-7763,Midwest Express Shipping,2026-01-23,303.88,22.42,10.49,336.79,308.26,28.53,False
INV-10831,SHP-7764,FastTrack Logistics,2026-01-23,476.12,34.85,0,510.97,1142.69,-631.72,False
INV-10832,SHP-7765,Atlas Global Freight,2026-01-28,250.32,22.83,9.54,282.69,264.18,18.51,False
INV-10833,SHP-7766,Atlas Global Freight,2026-02-04,263.7,24.76,0,288.46,278.07,10.39,False
INV-10834,SHP-7767,Atlas Global Freight,2026-02-09,258.5,18.17,0,276.67,267.62,9.05,False
INV-10835,SHP-7768,Continental Freight,2026-01-26,342.71,27.42,0,370.13,349.0,21.13,False
INV-10836,SHP-7769,Pacific Coast Carriers,2026-01-30,270.1,19.42,0,289.52,281.74,7.78,False
INV-10837,SHP-7770,Atlas Global Freight,2026-01-16,237.24,15.36,21.6,274.2,253.98,20.22,False
INV-10838,SHP-7771,Continental Freight,2026-01-15,233.24,18.66,0,251.9,237.94,13.96,False
INV-10839,SHP-7772,Continental Freight,2026-01-16,242.22,19.38,0,261.6,258.14,3.46,False
INV-10840,SHP-7773,Pacific Coast Carriers,2026-02-09,125.84,12.0,33.47,171.31,127.46,43.85,False
INV-10841,SHP-7774,Continental Freight,2026-01-23,126.19,10.1,17.38,153.67,126.72,26.95,False
INV-10842,SHP-7775,Atlas Global Freight,2026-01-27,175.17,13.96,0,189.13,180.3,8.83,False
INV-10843,SHP-7776,Atlas Global Freight,2026-02-05,273.74,25.47,0,299.21,283.33,15.88,False
INV-10844,SHP-7777,Pacific Coast Carriers,2026-02-06,345.74,28.94,19.48,394.16,362.75,31.41,False
INV-10845,SHP-7778,Atlas Global Freight,2026-02-02,205.41,17.85,0,223.26,211.3,11.96,False
INV-10846,SHP-7779,Atlas Global Freight,2026-01-19,330.19,20.68,0,350.87,341.94,8.93,False
INV-10847,SHP-7780,Midwest Express Shipping,2026-01-13,190.0,15.61,32.33,237.94,201.1,36.84,False
INV-10848,SHP-7781,Atlas Global Freight,2026-02-09,237.63,19.85,7.91,265.39,238.11,27.28,False
INV-10849,SHP-7782,FastTrack Logistics,2026-01-30,513.65,32.89,0,546.54,1232.76,-686.22,False
INV-10850,SHP-7783,FastTrack Logistics,2026-01-27,200.59,19.5,0,220.09,205.93,14.16,False
INV-10851,SHP-7784,Continental Freight,2026-01-26,157.42,12.59,30.97,200.98,165.5,35.48,False
INV-10852,SHP-7785,FastTrack Logistics,2026-01-23,127.6,9.65,0,137.25,134.02,3.23,False
INV-10853,SHP-7786,Atlas Global Freight,2026-01-22,220.38,15.63,6.12,242.13,236.55,5.58,False
INV-10854,SHP-7787,FastTrack Logistics,2026-02-06,128.78,9.94,6.1,144.82,132.14,12.68,False
INV-10855,SHP-7788,Southern Route Transport,2026-01-14,203.82,18.91,0,222.73,212.21,10.52,False
INV-10856,SHP-7789,Continental Freight,2026-01-28,186.42,14.91,0,201.33,199.11,2.22,False
INV-10857,SHP-7790,Southern Route Transport,2026-01-22,122.95,10.51,0,133.46,123.48,9.98,False
INV-10858,SHP-7791,Atlas Global Freight,2026-02-05,211.45,14.96,21.12,247.53,211.63,35.9,False
INV-10859,SHP-7792,Pacific Coast Carriers,2026-01-26,233.66,14.92,24.74,273.32,242.19,31.13,False
INV-10860,SHP-7801,FastTrack Logistics,2026-02-25,131.58,8.2,0,139.78,138.1,1.68,False
INV-10861,SHP-7802,Atlas Global Freight,2026-03-03,271.11,27.07,0,298.18,282.07,16.11,False
INV-10862,SHP-7803,Continental Freight,2026-02-10,142.04,14.91,0,156.95,150.46,6.49,False
INV-10863,SHP-7804,Midwest Express Shipping,2026-02-27,239.2,18.27,28.58,286.05,240.98,45.07,False
INV-10864,SHP-7805,Continental Freight,2026-03-09,322.86,33.9,0,356.76,324.21,32.55,False
INV-10865,SHP-7806,Southern Route Transport,2026-02-24,298.24,29.7,13.67,341.61,302.96,38.65,False
INV-10866,SHP-7807,Continental Freight,2026-02-18,126.28,13.26,0,139.54,132.91,6.63,False
INV-10867,SHP-7808,FastTrack Logistics,2026-03-10,153.83,14.75,0,168.58,162.18,6.4,False
INV-10868,SHP-7809,Atlas Global Freight,2026-02-18,282.85,25.25,0,308.1,285.7,22.4,False
INV-10869,SHP-7810,Midwest Express Shipping,2026-03-04,145.61,11.88,0,157.49,156.47,1.02,False
INV-10870,SHP-7811,Atlas Global Freight,2026-03-03,297.26,22.71,0,319.97,320.54,-0.57,False
INV-10871,SHP-7812,Midwest Express Shipping,2026-02-27,179.43,13.73,0,193.16,193.58,-0.42,False
INV-10872,SHP-7813,FastTrack Logistics,2026-03-10,448.9,28.44,2.61,479.95,1077.36,-597.41,False
INV-10873,SHP-7814,FastTrack Logistics,2026-03-04,159.5,13.43,0,172.93,168.66,4.27,False
INV-10874,SHP-7815,Southern Route Transport,2026-02-17,231.61,14.53,34.13,280.27,240.01,40.26,False
INV-10875,SHP-7816,Continental Freight,2026-02-27,184.89,19.41,36.7,241.0,188.94,52.06,False
INV-10876,SHP-7817,Midwest Express Shipping,2026-02-23,154.2,10.67,0,164.87,162.87,2.0,False
INV-10877,SHP-7818,FastTrack Logistics,2026-02-26,205.89,15.56,0,221.45,218.29,3.16,False
INV-10878,SHP-7819,Southern Route Transport,2026-02-27,187.56,17.82,0,205.38,196.81,8.57,False
INV-10879,SHP-7820,Midwest Express Shipping,2026-02-25,137.92,9.28,2.19,149.39,143.36,6.03,False
INV-10880,SHP-7821,Pacific Coast Carriers,2026-03-06,275.29,21.47,0,296.76,283.3,13.46,False
INV-10881,SHP-7822,Pacific Coast Carriers,2026-02-27,120.09,7.37,0,127.46,125.61,1.85,False
INV-10882,SHP-7823,Continental Freight,2026-02-23,261.14,27.42,0,288.56,273.34,15.22,False
INV-10883,SHP-7824,Pacific Coast Carriers,2026-02-17,159.1,11.03,0,170.13,163.16,6.97,False
INV-10884,SHP-7825,Continental Freight,2026-02-16,199.41,20.94,13.35,233.7,207.83,25.87,False
INV-10885,SHP-7826,Midwest Express Shipping,2026-02-18,203.27,16.02,0,219.29,212.48,6.81,False
INV-10886,SHP-7827,FastTrack Logistics,2026-02-25,249.57,18.45,0,268.02,268.96,-0.94,False
INV-10887,SHP-7828,Midwest Express Shipping,2026-03-05,251.58,22.02,0,273.6,256.94,16.66,False
INV-10888,SHP-7829,FastTrack Logistics,2026-02-10,377.52,32.97,0,410.49,906.05,-495.56,False
INV-10889,SHP-7830,FastTrack Logistics,2026-02-24,193.22,16.09,0,209.31,205.03,4.28,False
INV-10890,SHP-7831,Southern Route Transport,2026-02-25,273.58,25.84,0,299.42,287.98,11.44,False
INV-10891,SHP-7832,Continental Freight,2026-03-11,196.99,20.68,0,217.67,201.59,16.08,False
INV-10892,SHP-7833,Southern Route Transport,2026-02-13,130.14,9.38,40.59,180.11,136.22,43.89,False
INV-10893,SHP-7834,FastTrack Logistics,2026-02-10,446.45,28.0,44.53,518.98,1071.48,-552.5,False
INV-10894,SHP-7835,Midwest Express Shipping,2026-02-12,222.07,18.22,0,240.29,225.73,14.56,False
INV-10895,SHP-7836,Pacific Coast Carriers,2026-02-23,173.56,16.5,0,190.06,175.17,14.89,False
INV-10896,SHP-7837,Atlas Global Freight,2026-02-12,286.33,20.5,18.94,325.77,288.18,37.59,False
INV-10897,SHP-7838,Midwest Express Shipping,2026-03-04,124.21,9.31,0,133.52,129.31,4.21,False
INV-10898,SHP-7839,Midwest Express Shipping,2026-02-27,311.29,19.94,0,331.23,330.23,1.0,False
INV-10899,SHP-7840,Pacific Coast Carriers,2026-02-26,173.97,13.75,0,187.72,182.63,5.09,False
INV-10900,SHP-7841,Pacific Coast Carriers,2026-02-11,277.07,26.76,0,303.83,297.01,6.82,False
INV-10901,SHP-7842,Continental Freight,2026-02-20,205.52,21.58,0,227.1,219.74,7.36,False
INV-10902,SHP-7843,Southern Route Transport,2026-02-17,243.85,17.46,0,261.31,251.19,10.12,False
INV-10903,SHP-7844,Atlas Global Freight,2026-02-20,275.49,16.77,0,292.26,292.2,0.06,False
INV-10904,SHP-7845,FastTrack Logistics,2026-02-25,194.85,12.82,0,207.67,197.62,10.05,False
INV-10905,SHP-7846,Continental Freight,2026-02-25,326.48,34.28,0,360.76,328.86,31.9,False
INV-10906,SHP-7847,Atlas Global Freight,2026-02-10,315.01,23.63,0,338.64,317.73,20.91,False
INV-10907,SHP-7848,FastTrack Logistics,2026-03-06,396.45,24.64,0,421.09,951.48,-530.39,False
INV-10908,SHP-7849,Atlas Global Freight,2026-02-13,322.37,21.25,0,343.62,323.15,20.47,False
INV-10909,SHP-7850,Southern Route Transport,2026-02-10,274.73,20.77,0,295.5,292.38,3.12,False
INV-10910,SHP-7851,Atlas Global Freight,2026-02-25,197.67,17.05,0,214.72,200.7,14.02,False
INV-10911,SHP-7852,Pacific Coast Carriers,2026-03-09,259.01,23.11,0,282.12,269.34,12.78,False
INV-10912,SHP-7853,FastTrack Logistics,2026-02-18,184.11,17.23,0,201.34,194.37,6.97,False
INV-10913,SHP-7854,Midwest Express Shipping,2026-02-10,343.74,20.77,9.99,374.5,357.84,16.66,False
INV-10914,SHP-7855,Pacific Coast Carriers,2026-02-20,224.3,22.25,0,246.55,238.0,8.55,False
INV-10915,SHP-7856,Midwest Express Shipping,2026-02-17,199.15,17.86,0,217.01,206.82,10.19,False
INV-10916,SHP-7857,Continental Freight,2026-02-17,299.1,31.41,0,330.51,316.46,14.05,False
INV-10917,SHP-7858,FastTrack Logistics,2026-02-11,289.17,18.09,5.07,312.33,294.64,17.69,False
INV-10918,SHP-7859,FastTrack Logistics,2026-03-04,257.19,19.3,0,276.49,263.31,13.18,False
INV-10919,SHP-7860,Pacific Coast Carriers,2026-02-19,153.83,13.02,0,166.85,156.39,10.46,False
INV-10920,SHP-7861,FastTrack Logistics,2026-03-11,230.17,21.11,0,251.28,233.54,17.74,False
INV-10921,SHP-7862,Continental Freight,2026-02-10,192.23,20.18,0,212.41,205.72,6.69,False
INV-10922,SHP-7863,Pacific Coast Carriers,2026-02-17,281.61,26.22,28.34,336.17,300.09,36.08,False
INV-10923,SHP-7864,Southern Route Transport,2026-02-17,257.83,17.07,0,274.9,271.22,3.68,False
INV-10924,SHP-7865,Continental Freight,2026-03-11,130.08,13.66,0,143.74,132.08,11.66,False
INV-10925,SHP-7866,Southern Route Transport,2026-02-27,300.49,29.9,0,330.39,323.87,6.52,False
INV-10926,SHP-7867,Atlas Global Freight,2026-03-05,262.37,24.81,29.13,316.31,274.41,41.9,False
INV-10927,SHP-7868,FastTrack Logistics,2026-03-02,150.3,13.8,0,164.1,157.8,6.3,False
INV-10928,SHP-7869,Atlas Global Freight,2026-02-27,203.26,13.04,6.49,222.79,216.69,6.1,False
INV-10929,SHP-7870,Midwest Express Shipping,2026-02-12,269.23,19.47,0,288.7,270.88,17.82,False
INV-10930,SHP-7871,Continental Freight,2026-02-23,279.18,29.31,0,308.49,286.81,21.68,False
INV-10931,SHP-7872,Atlas Global Freight,2026-02-13,263.96,23.26,0,287.22,271.78,15.44,False
INV-10932,SHP-7873,Continental Freight,2026-03-09,312.44,32.81,0,345.25,330.28,14.97,False
INV-10933,SHP-7874,Pacific Coast Carriers,2026-02-23,220.27,17.47,27.67,265.41,222.05,43.36,False
INV-10934,SHP-7875,FastTrack Logistics,2026-02-17,189.56,11.97,0,201.53,196.45,5.08,False
INV-10935,SHP-7876,FastTrack Logistics,2026-03-04,122.54,10.84,0,133.38,123.74,9.64,False
INV-10936,SHP-7877,Pacific Coast Carriers,2026-02-11,156.25,9.92,16.79,182.96,161.98,20.98,False
INV-10937,SHP-7878,FastTrack Logistics,2026-02-26,289.96,28.5,0,318.46,305.45,13.01,False
INV-10938,SHP-7879,Continental Freight,2026-02-13,121.51,12.76,10.78,145.05,127.25,17.8,False
INV-10939,SHP-7880,Southern Route Transport,2026-02-19,174.5,15.56,0,190.06,187.46,2.6,False
INV-10940,SHP-7881,Southern Route Transport,2026-02-16,282.76,22.12,0,304.88,299.43,5.45,False
INV-10941,SHP-7882,Atlas Global Freight,2026-02-20,166.81,14.09,0,180.9,167.92,12.98,False
INV-10942,SHP-7883,Pacific Coast Carriers,2026-02-19,345.9,27.38,3.29,376.57,357.88,18.69,False
INV-10943,SHP-7884,Pacific Coast Carriers,2026-02-16,277.08,22.47,0,299.55,294.96,4.59,False
INV-10944,SHP-7885,Pacific Coast Carriers,2026-02-26,167.15,14.64,0,181.79,174.26,7.53,False
INV-10945,SHP-7886,Continental Freight,2026-03-02,284.01,29.82,0,313.83,303.02,10.81,False
INV-10946,SHP-7887,Midwest Express Shipping,2026-02-27,326.09,19.62,0,345.71,342.17,3.54,False
INV-10947,SHP-7888,FastTrack Logistics,2026-02-17,320.5,28.88,0,349.38,341.31,8.07,False
INV-10948,SHP-7889,FastTrack Logistics,2026-03-05,227.74,15.39,0,243.13,232.14,10.99,False
INV-10949,SHP-7890,Southern Route Transport,2026-03-10,123.42,11.05,0,134.47,128.32,6.15,False
INV-10950,SHP-7891,Pacific Coast Carriers,2026-03-03,125.09,9.03,0,134.12,131.2,2.92,False
INV-10951,SHP-7892,Continental Freight,2026-03-04,212.36,22.3,0,234.66,222.7,11.96,False
INV-10952,SHP-7893,FastTrack Logistics,2026-03-02,235.64,15.49,9.1,260.23,247.75,12.48,False
INV-10953,SHP-7894,FastTrack Logistics,2026-02-23,208.54,13.08,0,221.62,219.07,2.55,False
INV-10954,SHP-7895,Midwest Express Shipping,2026-03-05,229.82,18.03,0,247.85,234.98,12.87,False
INV-10955,SHP-7896,Southern Route Transport,2026-02-25,298.25,18.86,0.02,317.13,299.69,17.44,False
INV-10956,SHP-7897,Midwest Express Shipping,2026-02-24,285.23,20.55,0,305.78,294.75,11.03,False
